setid,"Temperature, K",Mole fraction of dodecyltriethylphosphonium 2-cyanopyrrolide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XADfh,293.15,0.041,100,1203,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,293.15,0.049,100,1194,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,293.15,0.139,100,1110,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,293.15,0.343,100,1022,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,293.15,0.481,100,992,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,293.15,1,100,948,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.001,100,1256,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.002,100,1254,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.003,100,1253,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.004,100,1252,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.005,100,1250,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.007,100,1246,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.01,100,1242,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.016,100,1233,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.021,100,1226,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.032,100,1211,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.041,100,1200,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.049,100,1191,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.139,100,1107,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.343,100,1018,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,0.481,100,989,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,298.15,1,100,945,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.001,100,1253,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.002,100,1251,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.003,100,1250,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.004,100,1249,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.005,100,1247,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.007,100,1243,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.01,100,1239,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.016,100,1230,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.021,100,1223,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.032,100,1208,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.041,100,1196,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.049,100,1188,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.139,100,1104,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.343,100,1015,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,0.481,100,986,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,303.15,1,100,942,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.001,100,1247,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.002,100,1245,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.003,100,1243,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.004,100,1242,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.005,100,1241,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.007,100,1237,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.01,100,1233,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.016,100,1224,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.021,100,1217,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.032,100,1202,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.041,100,1190,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.049,100,1181,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.139,100,1098,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.343,100,1009,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,0.481,100,980,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
XADfh,313.15,1,100,936,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AARkmK,OCC(O)CO,glycerol,,,
