setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NQMZi,10000,348.15,1,1208.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,298.15,0.2,1134.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,298.15,0.4,1186.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,298.15,0.6,1217,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,298.15,0.8,1237.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,298.15,1,1252.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,308.15,0.2,1127.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,308.15,0.4,1179,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,308.15,0.6,1208.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,308.15,0.8,1229.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,308.15,1,1244.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,318.15,0.2,1119.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,318.15,0.4,1171.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,318.15,0.6,1200.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,318.15,0.8,1221.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,318.15,1,1236.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,328.15,0.2,1111.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,328.15,0.4,1163.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,328.15,0.6,1193,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,328.15,0.8,1213.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,328.15,1,1228.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,338.15,0.2,1104,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,338.15,0.4,1155.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,338.15,0.6,1185.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,338.15,0.8,1205.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,338.15,1,1220.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,348.15,0.2,1096.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,348.15,0.4,1147.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,348.15,0.6,1177,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,348.15,0.8,1198.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,15000,348.15,1,1212.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,298.15,0.2,1137.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,298.15,0.4,1189.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,298.15,0.6,1220.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,298.15,0.8,1241.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,298.15,1,1256.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,308.15,0.2,1129.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,308.15,0.4,1182.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,308.15,0.6,1212,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,308.15,0.8,1233.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,308.15,1,1248,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,318.15,0.2,1122.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,318.15,0.4,1174.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,318.15,0.6,1204.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,318.15,0.8,1225.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,318.15,1,1239.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,328.15,0.2,1114.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,328.15,0.4,1166.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,328.15,0.6,1196.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,328.15,0.8,1217.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,328.15,1,1231.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,338.15,0.2,1107.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,338.15,0.4,1158.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,338.15,0.6,1188.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,338.15,0.8,1209.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,338.15,1,1224,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,348.15,0.2,1099.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,348.15,0.4,1150.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,348.15,0.6,1180.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,348.15,0.8,1201.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,20000,348.15,1,1216.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,298.15,0.2,1140.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,298.15,0.4,1192.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,298.15,0.6,1223.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,298.15,0.8,1244.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,298.15,1,1259.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,308.15,0.2,1132.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,308.15,0.4,1184.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,308.15,0.6,1215.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,308.15,0.8,1236.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,308.15,1,1251.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,318.15,0.2,1125.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,318.15,0.4,1177.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,318.15,0.6,1207.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,25000,318.15,0.8,1228.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
