setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NQMZi,1000,308.15,1,1234.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,318.15,0.2,1110.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,318.15,0.4,1161.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,318.15,0.6,1190.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,318.15,0.8,1211.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,318.15,1,1225.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,328.15,0.2,1102.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,328.15,0.4,1153.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,328.15,0.6,1182.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,328.15,0.8,1203.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,328.15,1,1217.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,338.15,0.2,1094.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,338.15,0.4,1145.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,338.15,0.6,1174.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,338.15,0.8,1194.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,338.15,1,1209,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,348.15,0.2,1086.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,348.15,0.4,1136.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,348.15,0.6,1165.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,348.15,0.8,1186.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,1000,348.15,1,1200.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,298.15,0.2,1127.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,298.15,0.4,1178.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,298.15,0.6,1208.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,298.15,0.8,1229.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,298.15,1,1243.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,308.15,0.2,1119.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,308.15,0.4,1170.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,308.15,0.6,1199.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,308.15,0.8,1220.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,308.15,1,1235.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,318.15,0.2,1111.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,318.15,0.4,1162.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,318.15,0.6,1191.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,318.15,0.8,1212.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
