setid,"Temperature, K","Solvent: MolaLity of propylammonium formate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cqLMV,298.15,0,0.02012,101.325,997.686,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0,0.05495,101.325,998.784,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0,0.07199,101.325,999.318,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0,0.09442,101.325,1000.02,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0,0.11775,101.325,1000.74,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0,0.13344,101.325,1001.22,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0,0.16565,101.325,1002.21,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0,0.18108,101.325,1002.68,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0,0.21473,101.325,1003.7,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0,101.325,997.432,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.02549,101.325,998.257,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.05465,101.325,999.196,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.08165,101.325,1000.06,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.08711,101.325,1000.23,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.10591,101.325,1000.83,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.13692,101.325,1001.8,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.14142,101.325,1001.94,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.15315,101.325,1002.3,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.05,0.18293,101.325,1003.23,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0,101.325,997.801,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.03659,101.325,998.942,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.05395,101.325,999.481,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.0787,101.325,1000.25,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.09166,101.325,1000.64,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.11521,101.325,1001.37,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.13923,101.325,1002.1,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.15389,101.325,1002.55,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.16439,101.325,1002.86,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.1,0.18755,101.325,1003.56,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0,101.325,998.18,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.02903,101.325,999.085,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.04761,101.325,999.662,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.05236,101.325,999.809,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.06406,101.325,1000.17,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.09558,101.325,1001.14,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.10214,101.325,1001.34,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.14613,101.325,1002.69,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.16213,101.325,1003.17,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.15,0.18387,101.325,1003.82,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0,101.325,998.553,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.03436,101.325,999.634,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.04875,101.325,1000.08,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.07008,101.325,1000.75,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.08831,101.325,1001.32,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.11297,101.325,1002.08,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.12174,101.325,1002.35,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.13983,101.325,1002.91,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.15074,101.325,1003.24,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,298.15,0.2,0.17669,101.325,1004.04,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0,101.325,994.063,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.02012,101.325,994.693,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.05495,101.325,995.78,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.07199,101.325,996.308,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.09442,101.325,997.001,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.11775,101.325,997.721,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.13344,101.325,998.201,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.16565,101.325,999.187,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.18108,101.325,999.655,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0,0.21473,101.325,1000.68,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0,101.325,994.409,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.02549,101.325,995.218,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.05465,101.325,996.139,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.08165,101.325,996.988,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.08711,101.325,997.156,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.10591,101.325,997.742,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.13692,101.325,998.707,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.14142,101.325,998.843,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.15315,101.325,999.204,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.05,0.18293,101.325,1000.12,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0,101.325,994.813,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
