setid,"Temperature, K","MolaLity of benzylmethylammonium propionate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SrdJR,313.15,0.57357,101,935.89,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0,101,925,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0.08756,101,925.61,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0.16413,101,926.24,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0.23675,101,927.19,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0.30418,101,928.13,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0.37425,101,928.48,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0.46034,101,929.88,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0.50659,101,930.06,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,318.15,0.57357,101,931,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0,101,920.18,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0.08756,101,920.79,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0.16413,101,921.41,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0.23675,101,922.35,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0.30418,101,923.27,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0.37425,101,923.61,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0.46034,101,924.99,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0.50659,101,925.18,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,323.15,0.57357,101,926.1,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0,101,915.3,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0.08756,101,916,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0.16413,101,916.6,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0.23675,101,917.5,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0.30418,101,918.39,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0.37425,101,918.74,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0.46034,101,920.11,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0.50659,101,920.29,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
SrdJR,328.15,0.57357,101,921.21,Keshapolla and Gardas (2015),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAOCWD,CN(C)C=O,dimethylformamide,,,
