setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CGwYW,298.15,0.7015,101,1525.64,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,298.15,0.7983,101,1546.66,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,298.15,0.8866,101,1563.32,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,298.15,0.951,101,1574.66,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.0355,101,1037.61,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.0753,101,1119.47,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.0995,101,1160.15,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.1508,101,1230.53,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.2001,101,1283.5,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.3045,101,1365.53,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.3996,101,1418.68,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.5028,101,1462.01,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.5527,101,1479.12,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.5989,101,1493.4,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.7015,101,1520.2,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.7983,101,1541.23,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.8866,101,1557.82,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,303.15,0.951,101,1569.19,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.0355,101,1033.05,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.0753,101,1114.62,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.0995,101,1155.23,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.1508,101,1225.54,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.2001,101,1278.35,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.3045,101,1360.23,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.3996,101,1413.37,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.5028,101,1456.63,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.5527,101,1473.75,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.5989,101,1487.95,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.7015,101,1514.75,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.7983,101,1535.76,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.8866,101,1552.35,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,308.15,0.951,101,1563.71,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.0355,101,1028.58,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.0753,101,1109.94,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.0995,101,1150.34,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.1508,101,1220.42,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.2001,101,1273.19,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.3045,101,1354.95,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.3996,101,1407.95,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.5028,101,1451.21,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.5527,101,1468.31,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.5989,101,1482.48,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.7015,101,1509.27,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.7983,101,1530.25,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.8866,101,1546.84,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
CGwYW,313.15,0.951,101,1558.18,Gadzuric et al. (2014),Density,Liquid,AAOCUX,CCNC=O,N-ethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
