setid,Solvent: Mole fraction of dimethyl sulfoxide,"MolaLity of tetrapentylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GanUU,0.397,0.0989,298.15,101.325,1093.4,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.397,0.1263,298.15,101.325,1092.61,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.397,0.1333,298.15,101.325,1092.45,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.397,0.1593,298.15,101.325,1091.76,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.397,0.188,298.15,101.325,1090.99,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.397,0.2081,298.15,101.325,1090.46,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0,298.15,101.325,1098.75,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.0543,298.15,101.325,1096.96,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.0751,298.15,101.325,1096.31,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.0955,298.15,101.325,1095.67,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.1164,298.15,101.325,1095.03,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.1374,298.15,101.325,1094.37,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.1585,298.15,101.325,1093.74,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.1844,298.15,101.325,1092.97,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.214,298.15,101.325,1092.09,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,0.6625,0.238,298.15,101.325,1091.42,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0,298.15,101.325,1095.53,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.0526,298.15,101.325,1093.93,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.0763,298.15,101.325,1093.24,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.0889,298.15,101.325,1092.86,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.1072,298.15,101.325,1092.32,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.1266,298.15,101.325,1091.78,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.1449,298.15,101.325,1091.27,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.1624,298.15,101.325,1090.75,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.1799,298.15,101.325,1090.3,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
GanUU,1,0.2099,298.15,101.325,1089.47,Garcia-Paneda et al. (1996),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
