setid,"Temperature, K",Mole fraction of n-butylammonium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dtEup,298.15,0,101,799.58,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,0.0999,101,851.36,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,0.2004,101,894.64,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,0.2994,101,931.74,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,0.4007,101,965.08,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,0.4995,101,994,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,0.6495,101,1032.2,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,0.7978,101,1064.4,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,0.9008,101,1084.5,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,298.15,1,101,1101.5,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0,101,795.59,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0.0999,101,847.56,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0.2004,101,890.99,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0.2994,101,928.19,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0.4007,101,961.63,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0.4995,101,990.6,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0.6495,101,1028.9,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0.7978,101,1061.2,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,0.9008,101,1081.3,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,303.15,1,101,1098.4,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0,101,791.48,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0.0999,101,843.75,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0.2004,101,887.32,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0.2994,101,924.64,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0.4007,101,958.18,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0.4995,101,987.2,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0.6495,101,1025.6,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0.7978,101,1058,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,0.9008,101,1078.2,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,308.15,1,101,1095.3,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0,101,787.36,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0.0999,101,839.91,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0.2004,101,883.65,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0.2994,101,921.09,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0.4007,101,954.74,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0.4995,101,983.9,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0.6495,101,1022.4,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0.7978,101,1054.9,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,0.9008,101,1075.1,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
dtEup,313.15,1,101,1092.2,Xu et al. (2013a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
