setid,"MolaLity of 1-methyl-3-propylimidazolium bromide, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NDnYQ,0.1962,0.263,298.15,101.3,1015.73,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.1962,0.2844,298.15,101.3,1016.37,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.1962,0.3457,298.15,101.3,1018.22,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.1962,0.4019,298.15,101.3,1019.89,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.1962,0.4359,298.15,101.3,1020.89,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0,298.15,101.3,1011.88,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.0497,298.15,101.3,1013.43,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.1007,298.15,101.3,1015.01,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.1419,298.15,101.3,1016.28,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.2014,298.15,101.3,1018.1,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.2532,298.15,101.3,1019.67,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.2949,298.15,101.3,1020.92,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.3443,298.15,101.3,1022.4,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.4078,298.15,101.3,1024.29,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.2995,0.4401,298.15,101.3,1025.24,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0,298.15,101.3,1016.39,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.0476,298.15,101.3,1017.87,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.1007,298.15,101.3,1019.51,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.1485,298.15,101.3,1020.98,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.1896,298.15,101.3,1022.23,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.2512,298.15,101.3,1024.1,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.2905,298.15,101.3,1025.28,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.3556,298.15,101.3,1027.23,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.4062,298.15,101.3,1028.73,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
NDnYQ,0.3961,0.4378,298.15,101.3,1029.66,Shekaari and Jebali (2010c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
