setid,"Temperature, K",Mole fraction of triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lovfs,288.15,0.1005,101,1049.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,288.15,0.1994,101,1144.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,288.15,0.3029,101,1196.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,288.15,0.401,101,1226.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,288.15,0.5064,101,1248.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,288.15,0.6158,101,1264.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,288.15,0.7012,101,1274.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,288.15,0.8812,101,1289.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.025,101,887.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.0983,101,1042,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.1005,101,1045.2,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.1994,101,1140.2,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.3029,101,1191.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.401,101,1222.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.5064,101,1244.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.6158,101,1260.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.7012,101,1270,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,293.15,0.8812,101,1285.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.025,101,882.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.0983,101,1037.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.1005,101,1040.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.1994,101,1135.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.3029,101,1187.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.401,101,1217.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.5064,101,1240,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.6158,101,1256.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.7012,101,1265.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,298.15,0.8812,101,1281.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.025,101,877.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.0983,101,1032.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.1005,101,1035.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.1994,101,1130.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.3029,101,1182.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.401,101,1213.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.5064,101,1235.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.6158,101,1251.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.7012,101,1261.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,303.15,0.8812,101,1276.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.025,101,873,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.0983,101,1027.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.1005,101,1031,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.1994,101,1126.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.3029,101,1178,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.401,101,1209,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.5064,101,1231.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.6158,101,1247.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.7012,101,1257.2,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,308.15,0.8812,101,1272.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.025,101,868.2,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.0983,101,1023,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.1005,101,1026.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.1994,101,1121.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.3029,101,1173.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.401,101,1204.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.5064,101,1226.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.6158,101,1243.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.7012,101,1252.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,313.15,0.8812,101,1268.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.025,101,863.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.0983,101,1018.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.1005,101,1021.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.1994,101,1117,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.3029,101,1168.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.401,101,1200.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.5064,101,1222.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.6158,101,1238.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.7012,101,1248.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,318.15,0.8812,101,1264.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.025,101,858.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.0983,101,1013.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.1005,101,1016.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.1994,101,1112.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.3029,101,1164.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.401,101,1195.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.5064,101,1218.2,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.6158,101,1234.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,323.15,0.7012,101,1244.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
