setid,"Temperature, K",Weight fraction of dodecane,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GeyyX,318.15,0.2,101,842.8,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,323.15,0,101,872.3,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,323.15,0.1,101,855,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,323.15,0.2,101,839.7,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,328.15,0.1,101,851.9,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,328.15,0.2,101,836.6,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,333.15,0,101,866.4,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,333.15,0.1,101,848.9,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,333.15,0.2,101,833.4,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,338.15,0.1,101,845.8,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,338.15,0.2,101,830.3,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,343.15,0,101,860.4,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,343.15,0.1,101,842.8,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,343.15,0.2,101,827.1,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,348.15,0.1,101,839.8,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,353.15,0,101,854.5,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
GeyyX,353.15,0.1,101,836.8,Awwad et al. (2014),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AAgnKZ,CCCCCCCCCCCC,dodecane,,,
