setid,"Solvent: MolaLity of N-methyl-2-oxopyrrolidinium propionate, mol/kg","Temperature, K","MolaLity of D-glucose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VLOwp,0.2,308.15,0.16076,100,1006.64,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,308.15,0.17563,100,1007.62,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,318.15,0,100,991.696,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,318.15,0.04221,100,994.551,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,318.15,0.06171,100,995.86,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,318.15,0.07585,100,996.804,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,318.15,0.101,100,998.475,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,318.15,0.13411,100,1000.66,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,318.15,0.16076,100,1002.4,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.2,318.15,0.17563,100,1003.37,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,288.15,0,100,1001.89,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,288.15,0.05234,100,1005.57,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,288.15,0.06619,100,1006.54,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,288.15,0.10184,100,1009.01,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,288.15,0.11846,100,1010.15,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,288.15,0.15527,100,1012.67,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,288.15,0.15904,100,1012.92,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,288.15,0.17336,100,1013.9,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,298.15,0,100,999.503,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,298.15,0.05234,100,1003.12,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,298.15,0.06619,100,1004.07,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,298.15,0.10184,100,1006.5,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,298.15,0.11846,100,1007.62,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,298.15,0.15527,100,1010.09,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,298.15,0.15904,100,1010.34,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,298.15,0.17336,100,1011.29,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,308.15,0,100,996.2,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,308.15,0.05234,100,999.762,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,308.15,0.06619,100,1000.69,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,308.15,0.10184,100,1003.07,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,308.15,0.11846,100,1004.17,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,308.15,0.15527,100,1006.58,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,308.15,0.15904,100,1006.82,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,308.15,0.17336,100,1007.75,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,318.15,0,100,992.055,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,318.15,0.05234,100,995.575,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,318.15,0.06619,100,996.497,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,318.15,0.10184,100,998.851,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,318.15,0.11846,100,999.942,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,318.15,0.15527,100,1002.34,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,318.15,0.15904,100,1002.58,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
VLOwp,0.25,318.15,0.17336,100,1003.5,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
