setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zZFYD,323.15,0.3882,100,1249.5,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,333.15,0,100,983.6,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,333.15,0.05,100,1081.6,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,333.15,0.0992,100,1134.5,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,333.15,0.1481,100,1168.8,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,333.15,0.1979,100,1193.4,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,333.15,0.2517,100,1211.1,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,333.15,0.3882,100,1242.4,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,343.15,0,100,978.2,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,343.15,0.05,100,1074.5,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,343.15,0.0992,100,1126.9,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,343.15,0.1481,100,1161.2,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,343.15,0.1979,100,1185.8,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,343.15,0.2517,100,1203.6,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
zZFYD,343.15,0.3882,100,1235.2,Ding et al. (2022),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water,,,
