setid,"Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Temperature, K","MolaLity of glycyl-L-leucine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pyPHq,0.05,293.15,0.00999,101,1000.05,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,293.15,0.01995,101,1000.54,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,293.15,0.02959,101,1001.02,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,293.15,0.04028,101,1001.56,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,293.15,0.0501,101,1002.05,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,293.15,0.07047,101,1003.1,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,293.15,0.07981,101,1003.57,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,293.15,0.0893,101,1004.06,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0,101,998.25,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.00999,101,998.73,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.01995,101,999.23,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.02959,101,999.71,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.04028,101,1000.27,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.0501,101,1000.78,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.05965,101,1001.26,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.07047,101,1001.83,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.07981,101,1002.38,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,298.15,0.0893,101,1002.88,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,303.15,0,101,996.92,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,303.15,0.02214,101,997.96,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,303.15,0.02964,101,998.33,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,303.15,0.04013,101,998.86,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,303.15,0.05015,101,999.35,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,303.15,0.06005,101,999.85,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,303.15,0.07052,101,1000.38,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.05,303.15,0.07977,101,1000.85,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,288.15,0,101,1002.11,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,288.15,0.02018,101,1003.09,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,288.15,0.03018,101,1003.58,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,288.15,0.04039,101,1004.08,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,288.15,0.05055,101,1004.58,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,288.15,0.06084,101,1005.08,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,288.15,0.07103,101,1005.6,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,288.15,0.0814,101,1006.1,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,293.15,0,101,1001.14,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,293.15,0.02018,101,1002.1,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,293.15,0.03018,101,1002.59,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,293.15,0.04039,101,1003.1,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,293.15,0.05055,101,1003.59,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,293.15,0.06084,101,1004.1,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,293.15,0.0814,101,1005.13,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,293.15,0.1018,101,1006.13,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,298.15,0,101,999.95,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,298.15,0.02018,101,1000.9,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,298.15,0.03018,101,1001.38,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,298.15,0.04039,101,1001.88,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,298.15,0.06084,101,1002.85,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,298.15,0.07103,101,1003.35,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,298.15,0.09185,101,1004.35,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,298.15,0.1018,101,1004.88,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0,101,998.42,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.03905,101,1000.23,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.05865,101,1001.13,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.07816,101,1002.03,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.09846,101,1002.97,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.1187,101,1003.88,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.1384,101,1004.79,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.1582,101,1005.66,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.179,101,1006.62,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
pyPHq,0.1,303.15,0.2,101,1007.57,Yan et al. (2014a),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
