setid,"Moles per mass of solution: tetraethylammonium perchlorate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IOjUr,0.0211,100,298.15,1065.25,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.02303,100,298.15,1065.33,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.02473,100,298.15,1065.42,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.02631,100,298.15,1065.49,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.02905,100,298.15,1065.61,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.03031,100,298.15,1065.68,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.03297,100,298.15,1065.82,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.03411,100,298.15,1065.87,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.03723,100,298.15,1066.01,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
IOjUr,0.04062,100,298.15,1066.19,Krakowiak et al. (2001),Density,Liquid,AAsJpx,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,tetraethylammonium perchlorate,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,,,
