setid,"Temperature, K",Mole fraction of trimethylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DvQpF,303.15,0.3166,101,1043.59,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,303.15,0.3637,101,1044.52,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,303.15,0.4353,101,1045.32,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,303.15,0.5625,101,1045.54,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,303.15,0.6999,101,1045.69,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,303.15,0.8435,101,1046.54,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,303.15,0.936,101,1048.22,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,303.15,0.9675,101,1048.93,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,303.15,1,101,1049.87,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0,101,1019.25,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.0182,101,1021.24,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.0369,101,1023.08,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.0987,101,1028.14,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.1401,101,1030.79,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.2032,101,1034.23,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.3166,101,1037.97,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.3637,101,1039.05,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.4353,101,1039.98,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.5625,101,1040.55,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.6999,101,1040.85,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.8435,101,1042,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.936,101,1043.81,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,0.9675,101,1044.69,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,308.15,1,101,1045.81,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0,101,1014.74,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.0182,101,1016.53,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.0369,101,1017.98,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.0987,101,1023.07,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.1401,101,1025.67,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.2032,101,1029.09,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.3166,101,1032.81,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.3637,101,1033.73,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.4353,101,1034.71,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.5625,101,1035.21,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.6999,101,1035.7,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.8435,101,1037.36,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.936,101,1039.26,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,0.9675,101,1040.35,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
DvQpF,313.15,1,101,1041.7,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAWvYN,CC(=O)[O-].C[NH+](C)C,trimethylammonium acetate,,,
