setid,"Temperature, K","MolaLity of potassium citrate, mol/kg","Solvent: MolaLity of 1-ethyl-3-methylimidazolium ethyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
McKwy,293.15,0.0301,0.0998,101.3,1009.58,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0302,0.1999,101.3,1014.14,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0494,0,101.3,1008.32,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0498,0.1999,101.3,1017.93,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0499,0.0998,101.3,1013.52,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0501,0.1501,101.3,1015.81,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0699,0.1501,101.3,1019.64,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.07,0,101.3,1012.44,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.07,0.0998,101.3,1017.47,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0701,0.1999,101.3,1021.81,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0896,0.0998,101.3,1021.29,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0896,0.1501,101.3,1023.42,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0898,0,101.3,1016.33,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.0898,0.1999,101.3,1025.5,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.1091,0.1501,101.3,1027.1,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.1104,0,101.3,1020.34,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.1104,0.1999,101.3,1029.34,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,293.15,0.1106,0.0998,101.3,1025.31,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0,0,101.3,997.16,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0,0.0998,101.3,1001.82,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0,0.1501,101.3,1004.04,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0,0.1999,101.3,1006.22,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0099,0.0998,101.3,1003.83,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0099,0.1501,101.3,1006.02,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0109,0,101.3,999.4,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.014,0.1999,101.3,1008.98,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0299,0.1501,101.3,1009.96,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0301,0,101.3,1003.29,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0301,0.0998,101.3,1007.87,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0302,0.1999,101.3,1012.13,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0494,0,101.3,1007.14,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0498,0.1999,101.3,1015.88,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0499,0.0998,101.3,1011.78,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0501,0.1501,101.3,1013.89,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0699,0.1501,101.3,1017.69,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.07,0,101.3,1011.21,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.07,0.0998,101.3,1015.7,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0701,0.1999,101.3,1019.71,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0896,0.0998,101.3,1019.46,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0896,0.1501,101.3,1021.42,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0898,0,101.3,1015.05,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.0898,0.1999,101.3,1023.38,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.1091,0.1501,101.3,1025.05,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.1104,0,101.3,1019.02,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.1104,0.1999,101.3,1027.17,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,298.15,0.1106,0.0998,101.3,1023.43,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0,0,101.3,995.86,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0,0.0998,101.3,1000.25,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0,0.1501,101.3,1002.41,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0,0.1999,101.3,1004.19,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0099,0.0998,101.3,1002.24,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0099,0.1501,101.3,1004.37,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0109,0,101.3,998.08,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.014,0.1999,101.3,1006.92,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0299,0.1501,101.3,1008.27,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0301,0,101.3,1001.93,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0301,0.0998,101.3,1006.24,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0302,0.1999,101.3,1010.03,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0494,0,101.3,1005.74,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0498,0.1999,101.3,1013.74,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0499,0.0998,101.3,1010.1,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0501,0.1501,101.3,1012.16,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0699,0.1501,101.3,1015.91,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.07,0,101.3,1009.76,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.07,0.0998,101.3,1013.97,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
McKwy,303.15,0.0701,0.1999,101.3,1017.52,Singh et al. (2023c),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water
