setid,"Temperature, K",Weight fraction of 1-methyl-3-propylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LkPxi,288.15,0.0347,101,800.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,288.15,0.0407,101,802.8,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,288.15,0.0493,101,806.1,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,288.15,0.0605,101,810.3,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,288.15,1,101,1323.5,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0,101,782,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0042,101,783.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0061,101,784.4,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0082,101,785.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0107,101,786.1,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0124,101,786.8,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0161,101,788.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0206,101,789.9,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0251,101,791.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0298,101,793.4,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0347,101,795.3,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0407,101,797.5,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0493,101,800.8,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,0.0605,101,805,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,293.15,1,101,1319.8,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0,101,776.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0042,101,778.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0061,101,779,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0082,101,779.8,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0107,101,780.7,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0124,101,781.4,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0161,101,782.8,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0206,101,784.5,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0251,101,786.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0298,101,788,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0347,101,789.9,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0407,101,792.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0493,101,795.5,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,0.0605,101,799.7,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,298.15,1,101,1316.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0,101,771.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0042,101,772.8,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0061,101,773.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0082,101,774.4,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0107,101,775.3,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0124,101,776,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0161,101,777.4,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0206,101,779.1,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0251,101,780.9,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0298,101,782.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0347,101,784.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0407,101,786.8,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0493,101,790.1,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,0.0605,101,794.4,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,303.15,1,101,1312.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0,101,765.7,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0042,101,767.4,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0061,101,768.1,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0082,101,768.9,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0107,101,769.9,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0124,101,770.6,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0161,101,772,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0206,101,773.7,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0251,101,775.5,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0298,101,777.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0347,101,779.2,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0407,101,781.4,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0493,101,784.7,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,0.0605,101,789.1,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
LkPxi,308.15,1,101,1309,Sadeghi et al. (2009a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
