setid,"Temperature, K",Mole fraction of butyltriethylphosphonium 2-cyanopyrrolide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nayKV,303.15,0.763,100,1004,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,1,100,985,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0,100,1111,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.028,100,1106,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.059,100,1098,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.089,100,1091,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.123,100,1082,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.194,100,1069,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.272,100,1059,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.459,100,1029,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.537,100,1022,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,0.763,100,998,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,313.15,1,100,980,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
