setid,Mole fraction of cyclohexane,Mole fraction of ethylbenzene,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BEnub,0.0105,0.0202,303.15,101.3,11.29,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.0114,0.0131,303.15,101.3,11.562,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.0126,0,303.15,101.3,11.599,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.0128,0.0466,303.15,101.3,11.486,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.1825,0.813,303.15,101.3,8.355,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.2383,0.7617,303.15,101.3,8.304,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.278,0.6934,303.15,101.3,8.245,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.3244,0.6656,303.15,101.3,8.215,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.3994,0.5929,303.15,101.3,8.141,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.4872,0.4953,303.15,101.3,8.083,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.5003,0.4495,303.15,101.3,8.067,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.5573,0.4171,303.15,101.3,8.016,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.5988,0.3792,303.15,101.3,7.963,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.6304,0.3294,303.15,101.3,7.919,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.7049,0.2719,303.15,101.3,7.876,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.7752,0.1985,303.15,101.3,7.814,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.8527,0.1214,303.15,101.3,7.761,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
BEnub,0.984,0,303.15,101.3,7.676,Abu-Eishah and Dowaidar (2008),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,AAQJlb,C1CCCCC1,cyclohexane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate
