setid,"Temperature, K","MolaLity of N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xPHPb,303.15,0.037,100,944.245,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,303.15,0.0455,100,945.4,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,303.15,0.0618,100,947.589,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,303.15,0.0857,100,950.755,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,303.15,0.1077,100,953.617,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,303.15,0.1313,100,956.633,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,303.15,0.1651,100,960.846,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0,100,934.336,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.0088,100,935.57,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.0129,100,936.142,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.0222,100,937.441,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.037,100,939.468,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.0455,100,940.625,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.0618,100,942.816,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.0857,100,945.984,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.1077,100,948.846,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.1313,100,951.866,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,308.15,0.1651,100,956.081,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0,100,929.54,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.0088,100,930.776,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.0129,100,931.349,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.0222,100,932.653,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.037,100,934.677,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.0455,100,935.838,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.0618,100,938.034,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.0857,100,941.2,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.1077,100,944.068,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.1313,100,947.089,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,313.15,0.1651,100,951.307,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0,100,924.729,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.0088,100,925.968,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.0129,100,926.543,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.0222,100,927.85,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.037,100,929.879,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.0455,100,931.04,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.0618,100,933.238,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.0857,100,936.41,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.1077,100,939.281,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.1313,100,942.301,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
xPHPb,318.15,0.1651,100,946.517,Marcinkowski et al. (2018),Density,Liquid,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
