setid,"Temperature, K","MolaLity of 1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kkzeX,303.15,0.10144,100,1007.6,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,303.15,0.19944,100,1017.7,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,303.15,0.24738,100,1022,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,303.15,0.29828,100,1026.2,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,303.15,0.35058,100,1030.2,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,303.15,0.40029,100,1033.8,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,303.15,0.44969,100,1036.8,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,308.15,0.05084,100,1000.2,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,308.15,0.10144,100,1005.8,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,308.15,0.19944,100,1015.7,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,308.15,0.24738,100,1020,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,308.15,0.29828,100,1024.2,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,308.15,0.35058,100,1028,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,308.15,0.40029,100,1031.3,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,308.15,0.44969,100,1034.3,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,313.15,0.05084,100,998.3,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,313.15,0.10144,100,1003.9,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,313.15,0.19944,100,1013.6,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,313.15,0.24738,100,1017.9,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,313.15,0.29828,100,1022.1,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,313.15,0.35058,100,1025.8,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,313.15,0.40029,100,1029.2,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,313.15,0.44969,100,1032.2,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,318.15,0.05084,100,996.2,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,318.15,0.10144,100,1001.7,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,318.15,0.19944,100,1011.3,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,318.15,0.24738,100,1015.5,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,318.15,0.29828,100,1019.5,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,318.15,0.35058,100,1023.4,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,318.15,0.40029,100,1026.5,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,318.15,0.44969,100,1029.1,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,323.15,0.05084,100,994,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,323.15,0.10144,100,999.5,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,323.15,0.19944,100,1008.9,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,323.15,0.24738,100,1013,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,323.15,0.29828,100,1017.1,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,323.15,0.35058,100,1020.5,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,323.15,0.40029,100,1023.6,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,323.15,0.44969,100,1026.5,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,328.15,0.05084,100,991.6,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,328.15,0.10144,100,997,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,328.15,0.19944,100,1006.4,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,328.15,0.24738,100,1010.5,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,328.15,0.29828,100,1014.5,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,328.15,0.35058,100,1018.1,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,328.15,0.40029,100,1021.1,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
kkzeX,328.15,0.44969,100,1023.7,Singh and Gardas (2018),Density,Liquid,ABgaDK,CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",AADYJk,O,water,,,
