setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FoKPz,100,323.15,0.0999,904.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0.2001,976.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0.3001,1016.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0.3998,1040.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0.5002,1057.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0.6,1070,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0.7001,1078.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0.7996,1085.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0.8998,1091.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,1,1096.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0,743.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.0999,900.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.2001,973,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.3001,1013.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.3998,1037.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.5002,1054.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.6,1067,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.7001,1076,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.7996,1082.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,0.8998,1088.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,328.15,1,1094,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0,738,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.0999,896.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.2001,969.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.3001,1010.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.3998,1035,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.5002,1051.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.6,1064.1,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.7001,1073.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.7996,1080.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,0.8998,1086.1,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,333.15,1,1091.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
