setid,"Temperature, K","MolaLity of benzyldimethylammonium hexanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XwxUf,308.15,0.30986,101.3,1070.41,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,308.15,0.37187,101.3,1067.89,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,308.15,0.46497,101.3,1064.08,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,308.15,0.53368,101.3,1061.45,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,308.15,0.61853,101.3,1058.39,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0,101.3,1080.33,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0.08608,101.3,1075.95,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0.17468,101.3,1071.74,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0.23738,101.3,1068.71,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0.30986,101.3,1065.46,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0.37187,101.3,1062.95,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0.46497,101.3,1059.15,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0.53368,101.3,1056.53,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,313.15,0.61853,101.3,1053.47,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0,101.3,1075.31,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0.08608,101.3,1070.96,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0.17468,101.3,1066.77,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0.23738,101.3,1063.74,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0.30986,101.3,1060.51,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0.37187,101.3,1058.01,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0.46497,101.3,1054.22,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0.53368,101.3,1051.61,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,318.15,0.61853,101.3,1048.56,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0,101.3,1070.29,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0.08608,101.3,1065.96,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0.17468,101.3,1061.79,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0.23738,101.3,1058.78,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0.30986,101.3,1055.56,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0.37187,101.3,1053.07,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0.46497,101.3,1049.3,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0.53368,101.3,1046.69,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,323.15,0.61853,101.3,1043.65,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0,101.3,1065.26,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0.08608,101.3,1060.97,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0.17468,101.3,1056.81,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0.23738,101.3,1053.82,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0.30986,101.3,1050.61,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0.37187,101.3,1048.13,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0.46497,101.3,1044.37,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0.53368,101.3,1041.77,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,328.15,0.61853,101.3,1038.75,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
