setid,"Temperature, K","MolaLity of tetradecyltrimethylammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fMYLa,298.15,0.00393,101,997.105,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.0049,101,997.115,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.0065,101,997.127,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.00821,101,997.144,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.01087,101,997.164,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.04969,101,997.499,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.09742,101,997.906,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.14676,101,998.322,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.19552,101,998.719,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,298.15,0.30229,101,999.537,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0,101,995.647,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.00291,101,995.687,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.00325,101,995.692,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.00379,101,995.706,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.00393,101,995.704,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.0049,101,995.708,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.0065,101,995.727,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.00821,101,995.739,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.01087,101,995.749,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.04969,101,996.055,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.09742,101,996.41,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.14676,101,996.79,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.19552,101,997.144,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
fMYLa,303.15,0.30229,101,997.713,Patil et al. (2016),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
