setid,"MolaLity of 1-heptyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eqLZp,0.0306,298.15,101,998.402,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0306,303.15,101,996.976,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0306,308.15,101,995.333,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0386,288.15,101,1000.9,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0386,293.15,101,999.959,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0386,298.15,101,998.76,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0386,303.15,101,997.325,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0386,308.15,101,995.677,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0464,288.15,101,1001.25,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0464,293.15,101,1000.31,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0464,298.15,101,999.099,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0464,303.15,101,997.657,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0464,308.15,101,996.001,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.061,288.15,101,1001.92,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.061,293.15,101,1000.96,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.061,298.15,101,999.737,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.061,303.15,101,998.282,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.061,308.15,101,996.614,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0781,288.15,101,1002.71,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0781,293.15,101,1001.73,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0781,298.15,101,1000.49,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0781,303.15,101,999.02,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0781,308.15,101,997.336,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0977,288.15,101,1003.59,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0977,293.15,101,1002.58,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0977,298.15,101,1001.32,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0977,303.15,101,999.839,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.0977,308.15,101,998.146,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1182,288.15,101,1004.52,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1182,293.15,101,1003.49,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1182,298.15,101,1002.21,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1182,303.15,101,1000.71,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1182,308.15,101,998.988,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1384,288.15,101,1005.42,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1384,293.15,101,1004.34,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1384,298.15,101,1003.02,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1384,303.15,101,1001.51,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1384,308.15,101,999.803,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1585,288.15,101,1006.32,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1585,293.15,101,1005.25,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1585,298.15,101,1003.93,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1585,303.15,101,1002.39,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1585,308.15,101,1000.63,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1907,288.15,101,1007.73,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1907,293.15,101,1006.61,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1907,298.15,101,1005.26,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1907,303.15,101,1003.68,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.1907,308.15,101,1001.91,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.2413,288.15,101,1009.93,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.2413,293.15,101,1008.77,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.2413,298.15,101,1007.37,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.2413,303.15,101,1005.72,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
eqLZp,0.2413,308.15,101,1003.91,Sadeghi et al. (2009b),Density,Liquid,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
