setid,"Temperature, K",Mole fraction of 1-ethyl-1-methylpyrrolidinium dimethylphosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nqeii,298.15,0.5052,100,1097,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,298.15,0.6022,100,1119,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,298.15,0.6938,100,1136,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,298.15,0.8049,100,1154,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,298.15,0.9073,100,1167,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,298.15,1,100,1178,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0,100,781,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.0534,100,852,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.1054,100,904,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.1535,100,942,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.2015,100,974,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.306,100,1027,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.4029,100,1064,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.5052,100,1093,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.6022,100,1116,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.6938,100,1133,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.8049,100,1150,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,0.9073,100,1164,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,303.15,1,100,1174,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0,100,776,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.0534,100,848,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.1054,100,900,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.1535,100,938,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.2015,100,970,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.306,100,1024,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.4029,100,1060,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.5052,100,1090,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.6022,100,1112,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.6938,100,1130,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.8049,100,1147,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,0.9073,100,1161,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,308.15,1,100,1171,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0,100,772,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.0534,100,843,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.1054,100,896,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.1535,100,934,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.2015,100,966,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.306,100,1020,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.4029,100,1057,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.5052,100,1086,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.6022,100,1109,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.6938,100,1126,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.8049,100,1144,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,0.9073,100,1157,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,313.15,1,100,1168,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0,100,768,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.0534,100,839,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.1054,100,892,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.1535,100,930,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.2015,100,963,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.306,100,1017,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.4029,100,1053,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.5052,100,1083,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.6022,100,1106,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.6938,100,1123,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.8049,100,1141,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,0.9073,100,1154,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,318.15,1,100,1165,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0,100,763,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.0534,100,835,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.1054,100,888,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.1535,100,927,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.2015,100,959,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.306,100,1013,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.4029,100,1050,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.5052,100,1079,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.6022,100,1102,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.6938,100,1120,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.8049,100,1137,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,0.9073,100,1151,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,323.15,1,100,1161,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0,100,759,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.0534,100,831,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.1054,100,884,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.1535,100,923,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.2015,100,955,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.306,100,1009,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.4029,100,1046,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.5052,100,1076,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.6022,100,1099,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.6938,100,1117,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.8049,100,1134,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,0.9073,100,1148,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,328.15,1,100,1158,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,333.15,0,100,754,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,333.15,0.0534,100,827,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,333.15,0.1054,100,880,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,333.15,0.1535,100,919,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,333.15,0.2015,100,951,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,333.15,0.306,100,1006,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
nqeii,333.15,0.4029,100,1043,Krolikowska et al. (2021b),Density,Liquid,AAuAMw,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1-ethyl-1-methylpyrrolidinium dimethylphosphate,AAIsrh,CCO,ethanol,,,
