setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NaZRm,293.15,0.1541,100,10.988,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.04116,100,2.947,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.05229,100,3.741,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.05596,100,4.003,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.1029,100,7.31,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.106,100,7.518,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.1131,100,8.017,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.1342,100,9.481,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.1353,100,9.576,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.1404,100,9.921,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,298.15,0.1541,100,10.869,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.04116,100,2.918,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.05229,100,3.703,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.05596,100,3.962,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.1029,100,7.236,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.106,100,7.442,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.1131,100,7.932,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.1342,100,9.384,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.1353,100,9.477,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.1404,100,9.818,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,303.15,0.1541,100,10.76,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.04116,100,2.892,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.05229,100,3.669,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.05596,100,3.925,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.1029,100,7.166,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.106,100,7.37,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.1131,100,7.856,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.1342,100,9.293,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.1353,100,9.384,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.1404,100,9.722,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,308.15,0.1541,100,10.654,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.04116,100,2.864,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.05229,100,3.633,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.05596,100,3.887,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.1029,100,7.097,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.106,100,7.299,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.1131,100,7.78,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.1342,100,9.203,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.1353,100,9.294,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.1404,100,9.627,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,313.15,0.1541,100,10.55,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.04116,100,2.839,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.05229,100,3.6,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.05596,100,3.853,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.1029,100,7.031,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.106,100,7.233,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.1131,100,7.709,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.1342,100,9.12,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.1353,100,9.208,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.1404,100,9.541,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
NaZRm,318.15,0.1541,100,10.453,Vatascin and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
