setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-butyl-3-methylpyridinium tetrafluoroborate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Dpkuk,100,293.15,0.000459974,999.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.000490012,999.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.000698622,999.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.000879648,1000,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.0011244,1000.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00114519,1000.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00160169,1001.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00208759,1002.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00247489,1003.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.0034114,1005,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00383959,1005.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00434434,1006.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00555035,1008.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.0064726,1010.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00734798,1012,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00828642,1013.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,0.00893419,1014.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,293.15,1,1185.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0,997,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,1.57228e-05,997,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,2.24454e-05,997,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,3.15738e-05,997.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,4.37126e-05,997.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,5.90355e-05,997.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,8.39994e-05,997.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.000117096,997.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.000198844,997.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00032872,997.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.000459974,997.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.000490012,998,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.000698622,998.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.000879648,998.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.0011244,999.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00114519,999.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00160169,1000.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00208759,1001.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00247489,1001.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.0034114,1003.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00383959,1004.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00434434,1005.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00555035,1007.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.0064726,1009,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00734798,1010.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00828642,1012,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,0.00893419,1013.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,298.15,1,1182,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0,995.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,1.57228e-05,995.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,2.24454e-05,995.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,3.15738e-05,995.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,4.37126e-05,995.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,5.90355e-05,995.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,8.39994e-05,995.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.000117096,995.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.000198844,995.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00032872,996.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.000459974,996.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.000490012,996.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.000698622,996.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.000879648,997.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.0011244,997.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00114519,997.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00160169,998.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00208759,999.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00247489,1000.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.0034114,1002,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00383959,1002.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00434434,1003.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00555035,1005.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.0064726,1007.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00734798,1008.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00828642,1010.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,0.00893419,1011.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,303.15,1,1178.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0,993.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,1.57228e-05,993.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,2.24454e-05,993.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,3.15738e-05,994,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,4.37126e-05,994,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,5.90355e-05,994,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,8.39994e-05,994.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.000117096,994.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.000198844,994.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00032872,994.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.000459974,994.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.000490012,994.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.000698622,995.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.000879648,995.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.0011244,996,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00114519,996.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00160169,996.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00208759,997.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00247489,998.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.0034114,1000.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00383959,1000.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00434434,1001.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00555035,1003.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.0064726,1005.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00734798,1006.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00828642,1008.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,0.00893419,1009.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
Dpkuk,100,308.15,1,1175.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
