setid,"MolaLity of 1-hexyl-3-methylimidazolium thiocyanate, mol/kg","Solvent: MolaLity of lithium chloride, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QaENs,0.0472,0.7747,101,298.15,1053.9,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0495,0.4374,101,298.15,1044,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0645,0.7747,101,298.15,1054,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0655,1.1682,101,298.15,1065.5,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0675,0.4374,101,298.15,1044.2,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0791,0.7747,101,298.15,1054.1,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0793,0.4374,101,298.15,1044.3,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0826,1.1682,101,298.15,1065.6,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.091,0.7747,101,298.15,1054.1,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0947,1.1682,101,298.15,1065.6,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.0963,0.4374,101,298.15,1044.4,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.1097,0.4374,101,298.15,1044.6,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.1106,1.1682,101,298.15,1065.7,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.1148,0.7747,101,298.15,1054.3,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.1201,1.1682,101,298.15,1065.7,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.1216,0.4374,101,298.15,1044.6,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
QaENs,0.1282,0.7747,101,298.15,1054.3,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
