setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","MolaLity of L-serine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lzBfd,0.2008,318.15,0,101.3,999.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,318.15,0.1,101.3,1003.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,318.15,0.2,101.3,1007.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,318.15,0.303,101.3,1011.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,318.15,0.399,101.3,1015.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,318.15,0.5,101.3,1019.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,318.15,0.6,101.3,1023.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,298.15,0,101.3,1011.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,298.15,0.099,101.3,1015,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,298.15,0.201,101.3,1019.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,298.15,0.302,101.3,1023.3,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,298.15,0.401,101.3,1027.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,298.15,0.501,101.3,1031.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,298.15,0.596,101.3,1035.3,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,308.15,0,101.3,1008.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,308.15,0.099,101.3,1011.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,308.15,0.201,101.3,1015.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,308.15,0.302,101.3,1019.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,308.15,0.401,101.3,1023.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,308.15,0.501,101.3,1027.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,308.15,0.596,101.3,1031.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,310.15,0,101.3,1007.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,310.15,0.099,101.3,1010.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,310.15,0.201,101.3,1015,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,310.15,0.302,101.3,1019,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,310.15,0.401,101.3,1023,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,310.15,0.501,101.3,1027,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,310.15,0.596,101.3,1030.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,318.15,0,101.3,1004,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,318.15,0.099,101.3,1007.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,318.15,0.201,101.3,1011.5,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,318.15,0.302,101.3,1015.5,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,318.15,0.401,101.3,1019.5,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,318.15,0.501,101.3,1023.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.3019,318.15,0.596,101.3,1027.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
