setid,"Temperature, K","MolaLity of 1-methyl-3-octyl-1H-imidazolium thiocyanate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FBukL,298.15,0.0073,86,997.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,298.15,0.0078,86,997.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,298.15,0.0127,86,997.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,298.15,0.0155,86,997.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,298.15,0.0201,86,997.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,298.15,0.0223,86,997.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,308.15,0,86,994,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,308.15,0.0044,86,994,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,308.15,0.0073,86,994,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,308.15,0.0078,86,994.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,308.15,0.0127,86,994.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,308.15,0.0155,86,994.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,308.15,0.0201,86,994.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,308.15,0.0223,86,994.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,318.15,0,86,990.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,318.15,0.0044,86,990.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,318.15,0.0073,86,990.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,318.15,0.0078,86,990.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,318.15,0.0127,86,990.3,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,318.15,0.0155,86,990.3,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,318.15,0.0201,86,990.3,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
FBukL,318.15,0.0223,86,990.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,,,
