setid,"Pressure, kPa","Temperature, K","MolaLity of sodium trifluoromethanesulfonate, mol/kg","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Hneyn,10130,573.39,0.50148,47.57,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10130,573.39,0.71603,65.75,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10130,573.39,0.94912,84.61,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10130,573.39,1.22112,105.48,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10130,573.39,1.68251,138.9,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10150,523.55,0.0453,3.97,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10150,523.55,0.0729,6.54,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10150,523.55,0.11035,9.74,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10150,523.55,0.19007,16.45,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10150,523.55,0.40435,34.52,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10150,523.55,0.79898,64.33,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10150,523.55,1.03552,81.27,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10150,523.55,1.6316,122.62,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10180,475.93,0.11362,15.94,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10180,475.93,0.30624,31.6,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10180,475.93,0.50148,46.77,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10180,475.93,0.71603,63.01,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10180,475.93,0.94912,80.35,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10180,475.93,1.22112,99.46,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10180,475.93,1.68251,130.04,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,0.11362,9.63,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,0.19007,16.1,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,0.30624,25.62,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,0.40435,33.74,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,0.50148,41.54,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,0.71603,57.88,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,0.79898,64.35,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,0.94912,75.31,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,1.03552,81.51,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,1.22112,95,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,1.6316,123.16,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10200,422.65,1.68251,126.2,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,0.0453,4.22,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,0.0729,6.74,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,0.0729,6.75,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,0.11035,10.38,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,0.40435,36.66,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,0.61459,54.98,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,0.79898,70.29,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,1.03552,89.21,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,10600,323.05,1.6316,134.72,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,19870,573.32,0.11362,11.16,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,19870,573.32,0.30624,28.7,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,19870,573.32,0.50148,45.28,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,19870,573.32,0.71603,63.03,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,19870,573.32,0.94912,81.24,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,19870,573.32,1.22112,101.5,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,19870,573.32,1.68251,134.03,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20200,600.48,0.11362,10.01,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20200,600.48,0.30624,33.59,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20200,600.48,0.50148,51.03,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,0.0453,4.12,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,0.0453,4.76,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,0.0729,6.44,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,0.11035,10.04,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,0.19007,16.9,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,0.40435,34.25,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,0.61459,50,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,0.79898,64.11,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,1.03552,81.38,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
Hneyn,20400,523.57,1.6316,121.52,Xiao and Tremaine (1997),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
