setid,Solvent: Weight fraction of 2-methoxyethan-1-ol,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wNlCs,0.1,308.15,0.00203,101,995.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.00294,101,995.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.00401,101,995.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.00474,101,995.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.00601,101,995.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.0075,101,995.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.00841,101,995.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.00878,101,995.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.01,101,995.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.01101,101,995.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.0125,101,995.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.01329,101,995.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.01436,101,995.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.01495,101,995.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.01604,101,995.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0,101,991.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.0011,101,991.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.00203,101,991.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.00294,101,991.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.00401,101,991.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.00474,101,991.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.00601,101,991.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.0075,101,991.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.00841,101,991.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.00878,101,991.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.01,101,991.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.01101,101,991.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.0125,101,991.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.01329,101,991.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.01436,101,991.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.01495,101,991.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,318.15,0.01604,101,991.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0,101,1006.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.00113,101,1007,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.0021,101,1007,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.00309,101,1007,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.00446,101,1007,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.00526,101,1007.1,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.00575,101,1007,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.00758,101,1006.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.0093,101,1006.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.01028,101,1006.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.01154,101,1006.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.0123,101,1006.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.01311,101,1006.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.01437,101,1006.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.01499,101,1006.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,288.15,0.01607,101,1006.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0,101,1002.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.00113,101,1002.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.0021,101,1002.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.00309,101,1003,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.00446,101,1003,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.00526,101,1003,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.00575,101,1003,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.00758,101,1002.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.0093,101,1002.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.01028,101,1002.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.01154,101,1002.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.0123,101,1002.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.01311,101,1002.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.01437,101,1002.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.01499,101,1002.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,298.15,0.01607,101,1002.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0,101,998,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.00113,101,998.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.0021,101,998.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.00309,101,998.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.00446,101,998.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.00526,101,998.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.00575,101,998.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.00758,101,997.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.0093,101,997.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.01028,101,998,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.01154,101,998,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.0123,101,998,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.01311,101,998,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.01437,101,998.1,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.01499,101,998,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,308.15,0.01607,101,998.1,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0,101,992.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.00113,101,992.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.0021,101,992.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.00309,101,992.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.00446,101,992.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.00526,101,993,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.00575,101,993,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.00758,101,992.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.0093,101,992.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.01028,101,992.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.01154,101,992.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.0123,101,992.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.01311,101,992.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.01437,101,992.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.01499,101,992.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.2,318.15,0.01607,101,992.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
