setid,"Temperature, K","Solvent: MolaLity of 5-amino-3H-1,2,4-dithiazole-3-thione, mol/kg","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pmHoh,293.15,0,0.05,100,1101.48,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0,0.052,100,1101.49,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.001,100,1101.86,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.004,100,1102.21,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.007,100,1102.76,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.01,100,1103.29,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.013,100,1103.89,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.016,100,1104.4,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.019,100,1104.83,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.022,100,1104.96,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.025,100,1105.06,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.028,100,1105.14,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.031,100,1105.21,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.01,0.034,100,1105.29,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.001,100,1103.5,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.004,100,1103.78,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.007,100,1104.21,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.01,100,1104.76,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.013,100,1105.43,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.016,100,1106.08,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.019,100,1106.59,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.022,100,1107.02,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.025,100,1107.26,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.028,100,1107.42,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.031,100,1107.62,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.05,0.034,100,1107.82,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.001,100,1106.55,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.004,100,1106.58,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.007,100,1106.62,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.01,100,1106.67,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.013,100,1106.73,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.016,100,1106.78,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.019,100,1106.82,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.022,100,1106.84,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.025,100,1106.86,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.028,100,1106.88,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.031,100,1106.89,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,293.15,0.1,0.034,100,1106.91,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.03,100,1096.23,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.032,100,1096.27,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.034,100,1096.32,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.036,100,1096.35,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.038,100,1096.38,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.04,100,1096.42,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.042,100,1096.45,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.044,100,1096.47,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.046,100,1096.49,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.048,100,1096.51,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.05,100,1096.52,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0,0.052,100,1096.53,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.001,100,1096.66,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.004,100,1096.67,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.007,100,1096.98,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.01,100,1097.49,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.013,100,1097.99,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.016,100,1098.53,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.019,100,1098.99,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.022,100,1099.06,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.025,100,1099.19,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.028,100,1099.2,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.031,100,1099.12,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.01,0.034,100,1099.14,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.001,100,1098.47,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.004,100,1098.73,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.007,100,1099.11,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.01,100,1099.62,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.013,100,1100.24,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.016,100,1100.88,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.019,100,1101.39,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.022,100,1101.75,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
