setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bromide, mol/kg",Solvent: Weight fraction of monopotassium phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gdMDR,298.15,0.5049,0.1,101,1090.71,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,0.5457,0.1,101,1092.39,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,0.5754,0.04,101,1055.32,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,0.6441,0.04,101,1058.73,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,0.781,0.04,101,1065.21,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,0.9232,0.04,101,1071.89,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,1.0726,0.04,101,1078.72,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,1.3873,0.04,101,1092.15,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,1.6526,0.04,101,1102.89,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,1.9389,0.04,101,1114.03,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,2.2471,0.04,101,1124.9,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,298.15,2.5675,0.04,101,1136.29,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.2991,0.1,101,1080.13,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.324,0.1,101,1081.19,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.3358,0.1,101,1081.69,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.3572,0.1,101,1082.59,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.3611,0.04,101,1042.98,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.3656,0.1,101,1082.95,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.4003,0.1,101,1084.4,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.4325,0.1,101,1085.75,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.4448,0.04,101,1047.18,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.4665,0.1,101,1087.16,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.5049,0.1,101,1088.74,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.5457,0.1,101,1090.42,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.5754,0.04,101,1053.61,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.6441,0.04,101,1056.99,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.781,0.04,101,1063.48,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,0.9232,0.04,101,1069.95,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,1.0726,0.04,101,1076.83,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,1.3873,0.04,101,1090.04,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,1.6526,0.04,101,1100.7,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,1.9389,0.04,101,1111.63,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,2.2471,0.04,101,1122.51,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,303.15,2.5675,0.04,101,1133.82,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.2991,0.1,101,1078.08,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.324,0.1,101,1079.13,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.3358,0.1,101,1079.63,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.3572,0.1,101,1080.53,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.3611,0.04,101,1041.09,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.3656,0.1,101,1080.88,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.4003,0.1,101,1082.32,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.4325,0.1,101,1083.65,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.4448,0.04,101,1045.24,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.4665,0.1,101,1085.05,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.5049,0.1,101,1086.62,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.5457,0.1,101,1088.28,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.5754,0.04,101,1051.65,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.6441,0.04,101,1055.06,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.781,0.04,101,1061.41,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,0.9232,0.04,101,1067.84,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,1.0726,0.04,101,1074.57,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,1.3873,0.04,101,1087.78,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,1.6526,0.04,101,1098.36,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,1.9389,0.04,101,1109.21,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,2.2471,0.04,101,1120.1,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,308.15,2.5675,0.04,101,1131.24,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.2991,0.1,101,1075.87,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.324,0.1,101,1076.92,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.3358,0.1,101,1077.41,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.3572,0.1,101,1078.3,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.3611,0.04,101,1038.95,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.3656,0.1,101,1078.65,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.4003,0.1,101,1080.09,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.4325,0.1,101,1081.41,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.4448,0.04,101,1043.05,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.4665,0.1,101,1082.81,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.5049,0.1,101,1084.37,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.5457,0.1,101,1086.02,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.5754,0.04,101,1049.39,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.6441,0.04,101,1052.72,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.781,0.04,101,1059.18,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,0.9232,0.04,101,1065.59,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,1.0726,0.04,101,1072.27,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,1.3873,0.04,101,1085.4,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,1.6526,0.04,101,1095.9,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,1.9389,0.04,101,1106.68,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,2.2471,0.04,101,1117.39,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,313.15,2.5675,0.04,101,1128.55,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.2991,0.1,101,1073.54,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.324,0.1,101,1074.59,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.3358,0.1,101,1075.08,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.3572,0.1,101,1075.97,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.3611,0.04,101,1036.68,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.3656,0.1,101,1076.31,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.4003,0.1,101,1077.74,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
