setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,Mole fraction of 2-propenol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JQGTE,298.15,0.3188,0.0677,87,1271.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.3308,0.3349,87,1192.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.3561,0.1616,87,1241.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.412,0.1659,87,1236,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.4487,0.4384,87,1158.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.5678,0.1531,87,1227.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.6564,0.084,87,1238.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.7175,0.1898,87,1212.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.8273,0.1205,87,1222.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,298.15,0.9013,0.0781,87,1226.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0149,0.8799,87,932.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0156,0.0567,87,1327.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0263,0.1549,87,1288.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0268,0.1184,87,1301.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0282,0.9177,87,912.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0354,0.7074,87,1037.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0381,0.6151,87,1086.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0516,0.2055,87,1263.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0668,0.5671,87,1109.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.0834,0.3373,87,1208.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.1136,0.4731,87,1150,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.1271,0.4459,87,1160.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.1571,0.5545,87,1115,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.1947,0.4933,87,1140.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.2243,0.2686,87,1217.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.3188,0.0677,87,1267.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.3308,0.3349,87,1188.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.3561,0.1616,87,1237.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.412,0.1659,87,1232.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.4487,0.4384,87,1154.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.5678,0.1531,87,1224,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.6564,0.084,87,1235.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.7175,0.1898,87,1209.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.8273,0.1205,87,1218.8,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,303.15,0.9013,0.0781,87,1223.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0149,0.8799,87,928.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0156,0.0567,87,1321.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0263,0.1549,87,1283,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0268,0.1184,87,1296.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0282,0.9177,87,908.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0354,0.7074,87,1032.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0381,0.6151,87,1081.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0516,0.2055,87,1258.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0668,0.5671,87,1105.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.0834,0.3373,87,1203.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.1136,0.4731,87,1145.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.1271,0.4459,87,1156.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.1571,0.5545,87,1110.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.1947,0.4933,87,1136.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.2243,0.2686,87,1212.8,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.3188,0.0677,87,1263.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.3308,0.3349,87,1184.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.3561,0.1616,87,1233.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.412,0.1659,87,1228.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.4487,0.4384,87,1150.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.5678,0.1531,87,1220.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.6564,0.084,87,1231.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.7175,0.1898,87,1205.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.8273,0.1205,87,1215.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,308.15,0.9013,0.0781,87,1220.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0149,0.8799,87,923.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0156,0.0567,87,1315.8,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0263,0.1549,87,1277.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0268,0.1184,87,1290.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0282,0.9177,87,904.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0354,0.7074,87,1028.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
