setid,"Temperature, K","MolaLity of tetraethylammonium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uCsVa,283.15,0.3822,101,1211.23,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,283.15,0.4608,101,1210.52,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,283.15,0.5873,101,1209.33,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,283.15,0.6042,101,1209.21,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,283.15,0.7671,101,1207.66,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,283.15,0.84523,101,1207.01,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0,101,1199.48,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.0165,101,1198.59,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.03396,101,1198.42,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.04737,101,1198.33,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.05929,101,1198.22,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.07043,101,1198.17,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.08066,101,1198.06,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.08975,101,1197.87,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.1091,101,1197.72,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.1242,101,1197.26,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.1809,101,1197.26,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.293,101,1196.33,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.4857,101,1194.7,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.7562,101,1192.61,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,298.15,0.8453,101,1191.55,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0,101,1188.08,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.01097,101,1187.97,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.03493,101,1187.82,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.05669,101,1187.7,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.06711,101,1187.61,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.07516,101,1187.58,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.0849,101,1187.43,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.1136,101,1187.29,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.1314,101,1187.18,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.2021,101,1186.63,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.292,101,1185.98,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.4734,101,1184.62,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.606,101,1183.67,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.6454,101,1183.44,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.8343,101,1182.15,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,308.15,0.88234,101,1181.37,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0,101,1182.77,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.03884,101,1182.53,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.04619,101,1182.5,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.05864,101,1182.43,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.07641,101,1182.31,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.09328,101,1182.21,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.1071,101,1182.11,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.2031,101,1181.53,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.2905,101,1180.98,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.4363,101,1179.97,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.5493,101,1179.23,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.6579,101,1178.51,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
uCsVa,313.15,0.7688,101,1177.8,Tyunina et al. (2012),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,,,
