setid,"Solvent: MolaLity of 1-heptyl-3-methylimidazolium tetrafluoroborate, mol/kg","Temperature, K","MolaLity of L-glutamic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kidcd,0,308.15,0,100,994.08,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0,308.15,0.1004,100,997.97,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0,308.15,0.2989,100,1005.43,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0,308.15,0.4922,100,1012.37,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0,308.15,0.6987,100,1019.5,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0,308.15,0.8989,100,1026.09,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0,308.15,0.9988,100,1029.3,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,288.15,0,100,999.44,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,288.15,0.0999,100,1003.47,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,288.15,0.2992,100,1011.22,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,288.15,0.4987,100,1018.63,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,288.15,0.6974,100,1025.71,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,288.15,0.8988,100,1032.52,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,288.15,0.9934,100,1035.66,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,298.15,0,100,997.37,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,298.15,0.0999,100,1001.29,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,298.15,0.2992,100,1008.81,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,298.15,0.4987,100,1015.99,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,298.15,0.6974,100,1022.78,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,298.15,0.8988,100,1029.34,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,298.15,0.9934,100,1032.3,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,308.15,0,100,994.34,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,308.15,0.0999,100,998.19,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,308.15,0.2992,100,1005.6,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,308.15,0.4987,100,1012.71,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,308.15,0.6974,100,1019.47,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,308.15,0.8988,100,1026.04,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.01,308.15,0.9934,100,1028.96,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,288.15,0,100,1000.15,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,288.15,0.0995,100,1004.15,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,288.15,0.2994,100,1011.93,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,288.15,0.4984,100,1019.3,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,288.15,0.6956,100,1026.3,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,288.15,0.8969,100,1033.05,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,288.15,0.9963,100,1036.24,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,298.15,0,100,998.03,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,298.15,0.0995,100,1001.91,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,298.15,0.2994,100,1009.42,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,298.15,0.4984,100,1016.54,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,298.15,0.6956,100,1023.28,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,298.15,0.8969,100,1029.8,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,298.15,0.9963,100,1032.8,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,308.15,0,100,994.95,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,308.15,0.0995,100,998.74,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,308.15,0.2994,100,1006.12,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,308.15,0.4984,100,1013.08,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,308.15,0.6956,100,1019.72,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,308.15,0.8969,100,1026.19,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.03,308.15,0.9963,100,1029.2,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,288.15,0,100,1000.88,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,288.15,0.1001,100,1004.88,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,288.15,0.2997,100,1012.53,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,288.15,0.4995,100,1019.79,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,288.15,0.6991,100,1026.73,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,288.15,0.8988,100,1033.35,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,288.15,0.9991,100,1036.52,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,298.15,0,100,998.7,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,298.15,0.1001,100,1002.6,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,298.15,0.2997,100,1010.1,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,298.15,0.4995,100,1017.27,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,298.15,0.6991,100,1024.08,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,298.15,0.8988,100,1030.61,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,298.15,0.9991,100,1033.76,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,308.15,0,100,995.56,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,308.15,0.1001,100,999.36,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,308.15,0.2997,100,1006.67,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,308.15,0.4995,100,1013.6,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,308.15,0.6991,100,1020.26,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,308.15,0.8988,100,1026.62,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
kidcd,0.05,308.15,0.9991,100,1029.6,Gaba et al. (2022),Density,Liquid,AAcPgp,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
