setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ewcPg,0.0991,0,310.15,101.3,994.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0,318.15,101.3,991.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.2,298.15,101.3,1004.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.2,308.15,101.3,1001.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.2,310.15,101.3,1000.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.2,318.15,101.3,997.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.401,298.15,101.3,1010.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.401,308.15,101.3,1007.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.401,310.15,101.3,1006.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.401,318.15,101.3,1003.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.501,298.15,101.3,1013.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.501,308.15,101.3,1010.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.501,310.15,101.3,1009.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.501,318.15,101.3,1006.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.597,298.15,101.3,1016.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.597,308.15,101.3,1012.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.597,310.15,101.3,1012.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.597,318.15,101.3,1008.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.713,298.15,101.3,1019.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.713,308.15,101.3,1016.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.713,310.15,101.3,1015.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.713,318.15,101.3,1012.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.797,298.15,101.3,1022,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.797,308.15,101.3,1018.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.797,310.15,101.3,1017.8,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.797,318.15,101.3,1014.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.895,298.15,101.3,1024.8,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.895,308.15,101.3,1021.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.895,310.15,101.3,1020.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.895,318.15,101.3,1017.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.98,298.15,101.3,1027.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.98,308.15,101.3,1023.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.98,310.15,101.3,1022.8,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.0991,0.98,318.15,101.3,1019.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0,298.15,101.3,999.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0,308.15,101.3,996,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0,310.15,101.3,995.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0,318.15,101.3,992.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.208,298.15,101.3,1005.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.208,308.15,101.3,1002.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.208,310.15,101.3,1001.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.208,318.15,101.3,998.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.304,298.15,101.3,1008.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.304,308.15,101.3,1005.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.304,310.15,101.3,1004.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.304,318.15,101.3,1001.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.405,298.15,101.3,1011.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.405,308.15,101.3,1008.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.405,310.15,101.3,1007.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.405,318.15,101.3,1004.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.495,298.15,101.3,1014.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.495,308.15,101.3,1011,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.495,310.15,101.3,1010.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.495,318.15,101.3,1006.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.604,298.15,101.3,1017.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.604,308.15,101.3,1014.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.604,310.15,101.3,1013.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.604,318.15,101.3,1010,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.705,298.15,101.3,1020.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.705,308.15,101.3,1017,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.705,310.15,101.3,1016.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.705,318.15,101.3,1012.8,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.814,298.15,101.3,1023.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.814,308.15,101.3,1020,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
