setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GLJTd,293.15,0.00501,84.5,998.39,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.00665,84.5,998.451,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.00889,84.5,998.538,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.00906,84.5,998.544,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.01229,84.5,998.652,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.01511,84.5,998.738,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.01804,84.5,998.815,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.02431,84.5,998.999,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.03042,84.5,999.185,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.04595,84.5,999.641,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.06124,84.5,1000.09,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.07667,84.5,1000.53,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.098,84.5,1001.14,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,293.15,0.10952,84.5,1001.48,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0,84.5,997.043,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.00233,84.5,997.123,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.00278,84.5,997.142,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.00301,84.5,997.148,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.00467,84.5,997.208,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.00501,84.5,997.221,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.00665,84.5,997.28,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.00889,84.5,997.362,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.00906,84.5,997.366,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.01229,84.5,997.472,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.01511,84.5,997.555,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.01804,84.5,997.629,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.02431,84.5,997.806,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.03042,84.5,997.989,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.04595,84.5,998.429,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.06124,84.5,998.861,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.07667,84.5,999.288,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.098,84.5,999.878,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,298.15,0.10952,84.5,1000.21,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0,84.5,995.645,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.00233,84.5,995.721,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.00278,84.5,995.74,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.00301,84.5,995.746,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.00467,84.5,995.801,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.00501,84.5,995.814,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.00665,84.5,995.873,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.00889,84.5,995.95,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.00906,84.5,995.955,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.01229,84.5,996.058,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.01511,84.5,996.137,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.01804,84.5,996.207,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.02431,84.5,996.381,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.03042,84.5,996.556,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.04595,84.5,996.985,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.06124,84.5,997.402,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.07667,84.5,997.814,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.098,84.5,998.386,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,303.15,0.10952,84.5,998.705,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0,84.5,994.029,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.00233,84.5,994.1,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.00278,84.5,994.121,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.00301,84.5,994.125,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.00467,84.5,994.18,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.00501,84.5,994.193,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.00665,84.5,994.246,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.00889,84.5,994.32,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.00906,84.5,994.325,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.01229,84.5,994.423,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.01511,84.5,994.502,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.01804,84.5,994.571,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.02431,84.5,994.739,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.03042,84.5,994.91,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.04595,84.5,995.323,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.06124,84.5,995.729,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.07667,84.5,996.129,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.098,84.5,996.685,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,308.15,0.10952,84.5,996.993,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0,84.5,992.212,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.00233,84.5,992.28,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.00278,84.5,992.299,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.00301,84.5,992.305,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.00467,84.5,992.357,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.00501,84.5,992.368,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.00665,84.5,992.422,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.00889,84.5,992.489,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.00906,84.5,992.495,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.01229,84.5,992.591,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.01511,84.5,992.671,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.01804,84.5,992.736,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.02431,84.5,992.896,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.03042,84.5,993.064,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.04595,84.5,993.467,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.06124,84.5,993.86,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.07667,84.5,994.248,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
GLJTd,313.15,0.098,84.5,994.79,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
