setid,"Temperature, K",Mole fraction of tetrabutylammonium picrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xQkuO,323.15,0,101,1175.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,323.15,0.0666,101,1180.3,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,323.15,0.1483,101,1182.7,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,323.15,0.2375,101,1183.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,323.15,0.3537,101,1182.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,323.15,0.4947,101,1179.8,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,333.1,0,101,1165.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,333.1,0.1078,101,1168.8,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,333.1,0.1894,101,1170.1,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,333.1,0.2978,101,1171.1,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,333.1,0.4161,101,1169.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,333.1,0.5015,101,1166.8,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0,101,1155.6,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.0964,101,1157.1,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.1747,101,1158.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.2823,101,1159.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.3945,101,1158.1,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.4796,101,1156.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.5724,101,1153.3,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.6839,101,1149.9,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.7956,101,1146,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,343.1,0.8849,101,1143.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0,101,1145.8,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.0743,101,1146.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.2006,101,1147.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.3271,101,1148.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.4386,101,1146,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.5055,101,1145.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.6059,101,1142.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.7025,101,1139.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.7993,101,1136.3,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.8773,101,1132,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,353.1,0.9219,101,1129.6,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0,101,1135.9,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.1044,101,1138.3,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.2006,101,1138.8,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.3085,101,1139.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.3865,101,1138.8,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.5203,101,1137.3,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.6096,101,1134.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.7176,101,1131,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.8104,101,1127.7,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.8625,101,1124.8,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.9146,101,1122.8,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,363.1,0.9629,101,1120.41,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0,101,1130.9,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.1077,101,1133.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.1857,101,1134.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.3233,101,1134.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.4313,101,1134.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.5017,101,1134.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.6245,101,1130.6,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.7063,101,1128.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.8104,101,1123.3,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.9074,101,1119.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,368.1,0.9591,101,1117.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,373.1,0,101,1126.3,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,373.1,0.0927,101,1129.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,373.1,0.1819,101,1130.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,373.1,0.2711,101,1131.2,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,373.1,0.4072,101,1130.7,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,373.1,0.4973,101,1129.4,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,373.1,0.6002,101,1127,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
xQkuO,373.1,0.7006,101,1123.5,Sonawane and Kumar (2004),Density,Liquid,AAXjRv,O=[N+]([O-])c1ccccc1,nitrobenzene,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
