setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium dicyanamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZxeJg,293.15,1.7648,101.3,865.25,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,2.017,101.3,871.65,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,2.5204,101.3,883.38,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,2.8259,101.3,889.83,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,3.4879,101.3,902.23,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,0.0646,101.3,795.05,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,0.1004,101.3,796.71,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,0.154,101.3,799.15,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,0.2041,101.3,801.36,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,0.2521,101.3,803.31,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,0.5071,101.3,813.67,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,0.7606,101.3,823.09,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,1.0122,101.3,831.69,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,1.2626,101.3,839.67,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,1.5124,101.3,847.07,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,1.7648,101.3,853.97,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,2.017,101.3,860.45,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,2.5204,101.3,872.29,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,2.8259,101.3,878.84,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,308.15,3.4879,101.3,891.37,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,0.0646,101.3,782.64,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,0.1004,101.3,784.35,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,0.154,101.3,786.83,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,0.2041,101.3,789.09,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,0.2521,101.3,791.08,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,0.5071,101.3,801.63,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,0.7606,101.3,811.21,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,1.0122,101.3,819.94,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,1.2626,101.3,828.03,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,1.5124,101.3,835.54,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,1.7648,101.3,842.54,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,2.017,101.3,849.11,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,2.5204,101.3,861.11,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,2.8259,101.3,867.75,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,323.15,3.4879,101.3,880.45,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
