setid,"Temperature, K","MolaLity of tetra-iso-butyl ammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gLHiX,303.15,0.07666,74.66,999.518,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,303.15,0.08623,74.66,999.988,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,303.15,0.10018,74.66,1000.7,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.01022,74.66,994.553,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.02021,74.66,995.043,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.02983,74.66,995.531,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.03847,74.66,995.96,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.04829,74.66,996.462,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.05621,74.66,996.855,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.06888,74.66,997.478,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.07666,74.66,997.85,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.08623,74.66,998.324,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
gLHiX,308.15,0.10018,74.66,999.035,Moreno et al. (2014),Density,Liquid,AADYJk,O,water,ABJzxR,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],tetra-iso-butyl ammonium bromide,,,
