setid,"Temperature, K",Mole fraction of butylammonium formate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SlvrR,293.15,0.9464,92.3,968,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,293.15,1,92.3,973.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0,92.3,805.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.0514,92.3,818.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.1012,92.3,830.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.1517,92.3,840.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.2029,92.3,851.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.2497,92.3,860.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.3004,92.3,870,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.3502,92.3,878.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.4002,92.3,887.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.4384,92.3,894,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.4997,92.3,903.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.5497,92.3,911.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.5974,92.3,918.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.6496,92.3,926.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.7001,92.3,933.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.7484,92.3,940.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.7991,92.3,946.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.8493,92.3,953.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.8984,92.3,959.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,0.9464,92.3,965.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,298.15,1,92.3,970.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0,92.3,801.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.0514,92.3,814.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.1012,92.3,826.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.1517,92.3,837.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.2029,92.3,847.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.2497,92.3,857,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.3004,92.3,866.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.3502,92.3,875.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.4002,92.3,884.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.4384,92.3,890.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.4997,92.3,900.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.5497,92.3,908.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.5974,92.3,915.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.6496,92.3,923.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.7001,92.3,930.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.7484,92.3,937.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.7991,92.3,943.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.8493,92.3,950.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.8984,92.3,956.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,0.9464,92.3,962.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,303.15,1,92.3,968,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0,92.3,798,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.0514,92.3,811.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.1012,92.3,822.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.1517,92.3,833.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.2029,92.3,844.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.2497,92.3,853.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.3004,92.3,863.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.3502,92.3,872.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.4002,92.3,880.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.4384,92.3,887.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.4997,92.3,897.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.5497,92.3,905.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.5974,92.3,912.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.6496,92.3,920.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.7001,92.3,927.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.7484,92.3,934.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.7991,92.3,940.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.8493,92.3,947.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.8984,92.3,953.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,0.9464,92.3,959.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,308.15,1,92.3,965.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0,92.3,794.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.0514,92.3,807.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.1012,92.3,819,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.1517,92.3,830,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.2029,92.3,840.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.2497,92.3,850,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.3004,92.3,859.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.3502,92.3,868.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.4002,92.3,877.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.4384,92.3,884.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.4997,92.3,894.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.5497,92.3,902.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.5974,92.3,909.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.6496,92.3,917.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.7001,92.3,924.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.7484,92.3,931.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.7991,92.3,938,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.8493,92.3,944.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.8984,92.3,950.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,0.9464,92.3,956.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
SlvrR,313.15,1,92.3,962.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAONVE,CCCCO,butan-1-ol,,,
