setid,"Temperature, K","MolaLity of 1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sUjaS,318.15,0.0491,100,995.52,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.0798,100,1000.13,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.1185,100,1005.8,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.1972,100,1016.81,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.25,100,1023.87,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.2998,100,1030.34,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.3494,100,1036.56,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.3988,100,1042.55,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.4493,100,1048.47,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.4933,100,1053.57,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0,100,983.48,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.0297,100,987.91,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.0391,100,989.37,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.0491,100,990.9,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.0798,100,995.51,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.1185,100,1001.19,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.1972,100,1012.2,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.25,100,1019.26,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.2998,100,1025.73,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.3494,100,1031.95,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.3988,100,1037.93,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.4493,100,1043.86,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,323.15,0.4933,100,1048.96,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0,100,978.85,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.0297,100,983.28,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.0391,100,984.75,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.0491,100,986.27,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.0798,100,990.9,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.1185,100,996.57,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.1972,100,1007.59,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.25,100,1014.65,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.2998,100,1021.12,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.3494,100,1027.34,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.3988,100,1033.32,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.4493,100,1039.25,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,328.15,0.4933,100,1044.35,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
