setid,"MolaLity of 1-butyl-3-methylimidazolium alaninate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tMvQY,0.0218,318.15,100.3,990.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0218,323.15,100.3,988.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0218,328.15,100.3,986.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,288.15,100.3,999.8,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,293.15,100.3,998.9,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,298.15,100.3,997.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,303.15,100.3,996.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,308.15,100.3,994.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,313.15,100.3,992.8,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,318.15,100.3,990.8,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,323.15,100.3,988.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0277,328.15,100.3,986.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,288.15,100.3,1000.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,293.15,100.3,999.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,298.15,100.3,998.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,303.15,100.3,996.9,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,308.15,100.3,995.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,313.15,100.3,993.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,318.15,100.3,991.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,323.15,100.3,989.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.0543,328.15,100.3,986.9,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,288.15,100.3,1003.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,293.15,100.3,1002.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,298.15,100.3,1001,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,303.15,100.3,999.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,308.15,100.3,997.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,313.15,100.3,995.9,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,318.15,100.3,993.8,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,323.15,100.3,991.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.1629,328.15,100.3,989.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,288.15,100.3,1006.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,293.15,100.3,1005.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,298.15,100.3,1003.8,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,303.15,100.3,1002.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,308.15,100.3,1000.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,313.15,100.3,998.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,318.15,100.3,996.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,323.15,100.3,994.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.2778,328.15,100.3,991.8,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,288.15,100.3,1009.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,293.15,100.3,1008.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,298.15,100.3,1006.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,303.15,100.3,1005,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,308.15,100.3,1003.1,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,313.15,100.3,1001.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,318.15,100.3,999.1,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,323.15,100.3,996.9,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.3939,328.15,100.3,994.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,288.15,100.3,1012.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,293.15,100.3,1011.1,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,298.15,100.3,1009.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,303.15,100.3,1007.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,308.15,100.3,1005.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,313.15,100.3,1003.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,318.15,100.3,1001.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,323.15,100.3,999.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.5049,328.15,100.3,997,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,288.15,100.3,1015.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,293.15,100.3,1014,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,298.15,100.3,1012,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,303.15,100.3,1010.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,308.15,100.3,1008.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,313.15,100.3,1006.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,318.15,100.3,1004.1,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,323.15,100.3,1001.9,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.6189,328.15,100.3,999.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,288.15,100.3,1018.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,293.15,100.3,1017.1,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,298.15,100.3,1015,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,303.15,100.3,1013.1,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,308.15,100.3,1011,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,313.15,100.3,1009,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,318.15,100.3,1006.8,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,323.15,100.3,1004.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.7406,328.15,100.3,1002.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,288.15,100.3,1021.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,293.15,100.3,1019.8,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,298.15,100.3,1017.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,303.15,100.3,1015.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,308.15,100.3,1013.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,313.15,100.3,1011.4,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,318.15,100.3,1009.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,323.15,100.3,1007,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,0.8516,328.15,100.3,1004.6,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,288.15,100.3,1025.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,293.15,100.3,1023.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,298.15,100.3,1021.3,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,303.15,100.3,1019.2,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,308.15,100.3,1017.1,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,313.15,100.3,1015,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,318.15,100.3,1012.7,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,323.15,100.3,1010.5,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
tMvQY,1.0065,328.15,100.3,1008.1,Tong et al. (2017),Density,Liquid,AArlXo,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-butyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
