setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uyyXg,0.10063,101,298,0.017,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.10746,101,298,0.018,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.10996,101,298,0.018,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.1195,101,298,0.02,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.12896,101,298,0.021,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.12896,101,298,0.021,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.13013,101,298,0.021,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.17101,101,298,0.028,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.26937,101,298,0.043,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.32242,101,298,0.051,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.33451,101,298,0.053,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.46476,101,298,0.072,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.5472,101,298,0.083,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.58933,101,298,0.089,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.71699,101,298,0.106,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,0.90506,101,298,0.13,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
uyyXg,1.6076,101,298,0.21,Brouillette et al. (1998),Density,Liquid,AAWlFF,CCOCCOCC,"1,2-diethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
