setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KfOWy,303.15,0,93,995.6,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.0225,93,996.7,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.0465,93,997.9,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.0668,93,998.9,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.1091,93,1000.9,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.1848,93,1004.4,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.2771,93,1008.6,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.3829,93,1013.3,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.481,93,1017.5,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.5812,93,1021.6,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,303.15,0.7088,93,1026.7,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0,93,994,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.0225,93,995.1,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.0465,93,996.3,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.0668,93,997.2,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.1091,93,999.2,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.1848,93,1002.7,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.2771,93,1006.8,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.3829,93,1011.4,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.481,93,1015.5,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.5812,93,1019.6,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,308.15,0.7088,93,1024.6,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0,93,992.2,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.0225,93,993.3,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.0465,93,994.4,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.0668,93,995.4,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.1091,93,997.3,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.1848,93,1000.8,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.2771,93,1004.9,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.3829,93,1009.4,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.481,93,1013.5,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.5812,93,1017.5,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
KfOWy,313.15,0.7088,93,1022.4,Terdale and Warke (2020),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,AADYJk,O,water,,,
