setid,"Temperature, K",Mole fraction of triethylammonium dihydrogen phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SQlUG,298.15,0.6161,101,1114.03,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,298.15,0.6975,101,1117.42,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,298.15,0.7906,101,1120.24,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,298.15,0.9135,101,1123.51,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,298.15,0.9579,101,1124.64,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,298.15,1,101,1125.7,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0,101,1023.74,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.0115,101,1027.87,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.0257,101,1032.6,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.0702,101,1044.24,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.0995,101,1051.16,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.1498,101,1061.32,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.2409,101,1076.95,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.282,101,1083.03,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.3482,101,1090.71,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.4709,101,1101.42,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.6161,101,1110.51,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.6975,101,1114.2,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.7906,101,1117.34,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.9135,101,1121.34,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,0.9579,101,1123.03,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,303.15,1,101,1124.68,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0,101,1019.25,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.0115,101,1023.39,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.0257,101,1028.04,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.0702,101,1039.93,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.0995,101,1046.49,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.1498,101,1057.16,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.2409,101,1072.56,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.282,101,1078.25,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.3482,101,1086.21,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.4709,101,1097.31,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.6161,101,1106.86,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.6975,101,1111.06,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.7906,101,1114.71,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.9135,101,1119.77,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,0.9579,101,1121.61,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,308.15,1,101,1123.71,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0,101,1014.74,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.0115,101,1018.9,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.0257,101,1023.44,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.0702,101,1034.5,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.0995,101,1041.32,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.1498,101,1052.28,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.2409,101,1067.96,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.282,101,1074.06,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.3482,101,1081.89,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.4709,101,1093.3,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.6161,101,1103.08,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.6975,101,1107.89,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.7906,101,1111.88,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.9135,101,1117.73,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,0.9579,101,1119.92,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
SQlUG,313.15,1,101,1122.37,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
