setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tploy,0.216,293.15,100,1103.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.216,298.15,100,1098.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.216,303.15,100,1094.6,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.216,308.15,100,1090.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.216,313.15,100,1085.6,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.216,318.15,100,1081.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.3063,288.15,100,1159.2,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.3063,293.15,100,1155.2,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.3063,298.15,100,1150.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.3063,303.15,100,1145.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.3063,308.15,100,1141.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.3063,313.15,100,1137,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.3063,318.15,100,1132.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.4047,288.15,100,1205.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.4047,293.15,100,1202,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.4047,298.15,100,1197.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.4047,303.15,100,1192.7,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.4047,308.15,100,1188.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.4047,313.15,100,1183.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.4047,318.15,100,1179.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.5065,288.15,100,1245.6,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.5065,293.15,100,1241.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.5065,298.15,100,1236.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.5065,303.15,100,1232.6,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.5065,308.15,100,1228.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.5065,313.15,100,1223.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.5065,318.15,100,1219.6,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.608,288.15,100,1279.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.608,293.15,100,1274.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.608,298.15,100,1270.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.608,303.15,100,1266.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.608,308.15,100,1262.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.608,313.15,100,1257.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.608,318.15,100,1253.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.704,288.15,100,1306.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.704,293.15,100,1302.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.704,298.15,100,1298.2,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.704,303.15,100,1293.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.704,308.15,100,1289.6,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.704,313.15,100,1285.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.704,318.15,100,1281,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8121,288.15,100,1334.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8121,293.15,100,1330.2,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8121,298.15,100,1326,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8121,303.15,100,1321.7,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8121,308.15,100,1317.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8121,313.15,100,1313.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8121,318.15,100,1309.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8949,288.15,100,1353.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8949,293.15,100,1349.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8949,298.15,100,1345.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8949,303.15,100,1341.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8949,308.15,100,1336.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8949,313.15,100,1332.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
tploy,0.8949,318.15,100,1328.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
