setid,Mole fraction of 1-ethyl-3-methylimidazolium heptachlorodialuminate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vXFXV,0.3035,303.15,100,1325.5,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.3035,313.15,100,1316.9,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.3035,323.15,100,1308.3,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.3035,333.15,100,1299.9,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.3035,343.15,100,1291.5,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.3035,353.15,100,1283.2,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.4003,293.15,100,1344.3,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.4003,303.15,100,1335.4,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.4003,313.15,100,1326.7,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.4003,323.15,100,1318.1,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.4003,333.15,100,1309.5,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.4003,343.15,100,1301,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.4003,353.15,100,1292.5,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5041,293.15,100,1354.5,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5041,303.15,100,1345.6,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5041,313.15,100,1336.7,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5041,323.15,100,1328,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5041,333.15,100,1319.3,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5041,343.15,100,1310.7,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5041,353.15,100,1302.1,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5962,293.15,100,1363.1,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5962,303.15,100,1354,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5962,313.15,100,1345.1,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5962,323.15,100,1336.2,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5962,333.15,100,1327.4,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5962,343.15,100,1318.7,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.5962,353.15,100,1310,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.6955,293.15,100,1371.8,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.6955,303.15,100,1362.6,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.6955,313.15,100,1353.5,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.6955,323.15,100,1344.6,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.6955,333.15,100,1335.7,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.6955,343.15,100,1326.8,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.6955,353.15,100,1318,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.7963,293.15,100,1380.1,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.7963,303.15,100,1370.8,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.7963,313.15,100,1361.7,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.7963,323.15,100,1352.6,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.7963,333.15,100,1343.5,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.7963,343.15,100,1334.6,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.7963,353.15,100,1325.7,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.8901,293.15,100,1387.3,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
vXFXV,0.8901,303.15,100,1378,Zheng et al. (2017a),Density,Liquid,ABbYvu,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1-ethyl-3-methylimidazolium heptachlorodialuminate,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,
