setid,"MolaLity of 1-hexyl-3-methylimidazolium alaninate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eNWlI,0.0166,298.15,100,997.4,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0166,303.15,100,995.99,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0166,308.15,100,994.37,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0166,313.15,100,992.55,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0166,318.15,100,990.55,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0166,323.15,100,988.37,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0166,328.15,100,986.03,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,288.15,100,999.62,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,293.15,100,998.7,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,298.15,100,997.51,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,303.15,100,996.1,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,308.15,100,994.48,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,313.15,100,992.66,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,318.15,100,990.66,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,323.15,100,988.48,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0221,328.15,100,986.14,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,288.15,100,999.75,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,293.15,100,998.82,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,298.15,100,997.63,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,303.15,100,996.21,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,308.15,100,994.59,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,313.15,100,992.77,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,318.15,100,990.77,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,323.15,100,988.58,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0277,328.15,100,986.24,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,288.15,100,1000.39,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,293.15,100,999.44,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,298.15,100,998.22,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,303.15,100,996.78,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,308.15,100,995.14,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,313.15,100,993.31,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,318.15,100,991.31,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,323.15,100,989.11,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.0555,328.15,100,986.77,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,288.15,100,1003.04,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,293.15,100,1001.99,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,298.15,100,1000.65,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,303.15,100,999.13,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,308.15,100,997.45,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,313.15,100,995.61,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,318.15,100,993.57,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,323.15,100,991.38,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.167,328.15,100,989.03,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,288.15,100,1005.75,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,293.15,100,1004.57,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,298.15,100,1003.11,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,303.15,100,1001.54,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,308.15,100,999.83,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,313.15,100,997.97,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,318.15,100,995.94,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,323.15,100,993.68,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.2783,328.15,100,991.36,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,288.15,100,1008.54,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,293.15,100,1007.23,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,298.15,100,1005.63,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,303.15,100,1003.96,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,308.15,100,1002.24,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,313.15,100,1000.38,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,318.15,100,998.32,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,323.15,100,996.04,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.3892,328.15,100,993.68,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,288.15,100,1011.34,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,293.15,100,1009.87,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,298.15,100,1008.19,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,303.15,100,1006.43,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,308.15,100,1004.67,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,313.15,100,1002.82,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,318.15,100,1000.68,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,323.15,100,998.45,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.502,328.15,100,996.07,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,288.15,100,1014.14,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,293.15,100,1012.56,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,298.15,100,1010.78,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,303.15,100,1009.02,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,308.15,100,1007.12,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,313.15,100,1005.33,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,318.15,100,1003.06,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,323.15,100,1000.98,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.6188,328.15,100,998.52,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,288.15,100,1016.87,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,293.15,100,1015.12,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,298.15,100,1013.16,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,303.15,100,1011.37,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,308.15,100,1009.57,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,313.15,100,1007.63,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,318.15,100,1005.48,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,323.15,100,1003.21,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.7273,328.15,100,1000.91,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,288.15,100,1019.72,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,293.15,100,1017.87,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,298.15,100,1015.7,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,303.15,100,1013.89,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,308.15,100,1012.13,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,313.15,100,1010.14,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,318.15,100,1007.88,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,323.15,100,1005.68,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,0.8457,328.15,100,1003.34,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,1.018,288.15,100,1023.76,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,1.018,293.15,100,1021.82,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,1.018,298.15,100,1019.58,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,1.018,303.15,100,1017.61,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,1.018,308.15,100,1015.75,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,1.018,313.15,100,1013.72,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,1.018,318.15,100,1011.52,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
eNWlI,1.018,323.15,100,1009.2,Tong et al. (2016c),Density,Liquid,AAxFBC,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium alaninate,AADYJk,O,water,,,
