setid,"Temperature, K",Mole fraction of butan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UfEuT,308.15,0.129,101,1122.8,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,308.15,0.26,101,1094.8,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,308.15,0.361,101,1070.6,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,308.15,0.456,101,1045,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,308.15,0.565,101,1011.1,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,308.15,0.65,101,980.7,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,308.15,0.753,101,937.6,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,308.15,0.848,101,890.5,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,313.15,0.129,101,1119.6,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,313.15,0.26,101,1091.6,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,313.15,0.361,101,1067.3,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,313.15,0.456,101,1041.7,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,313.15,0.565,101,1007.8,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,313.15,0.65,101,977.1,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,313.15,0.753,101,934,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,313.15,0.848,101,886.9,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,318.15,0.129,101,1116.5,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,318.15,0.26,101,1088.3,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,318.15,0.361,101,1063.9,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,318.15,0.456,101,1038.2,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,318.15,0.565,101,1004.2,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,318.15,0.65,101,973.6,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,318.15,0.753,101,930.3,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,318.15,0.848,101,883.2,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,323.15,0.129,101,1113.4,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,323.15,0.26,101,1085.1,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,323.15,0.361,101,1060.6,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,323.15,0.456,101,1034.9,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,323.15,0.565,101,1000.9,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,323.15,0.65,101,970.1,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,323.15,0.753,101,926.8,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,323.15,0.848,101,879.6,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,328.15,0.129,101,1110.3,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,328.15,0.26,101,1081.9,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,328.15,0.361,101,1057.3,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,328.15,0.456,101,1031.3,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,328.15,0.565,101,997.1,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,328.15,0.65,101,966.4,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,328.15,0.753,101,923,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,328.15,0.848,101,875.9,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,333.15,0.129,101,1107.2,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,333.15,0.26,101,1078.8,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,333.15,0.361,101,1054.1,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,333.15,0.456,101,1027.9,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,333.15,0.565,101,993.5,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,333.15,0.65,101,962.7,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,333.15,0.753,101,919.3,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UfEuT,333.15,0.848,101,872.2,Mokhtarani et al. (2009b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
