setid,Mole fraction of 1-allyl-3-methylimidazolium dicyanamide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JMwCH,0.1,303.15,100,880,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1,308.15,100,880,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1,313.15,100,880,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1,318.15,100,870,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1999,288.15,100,970,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1999,293.15,100,970,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1999,298.15,100,960,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1999,303.15,100,960,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1999,308.15,100,950,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1999,313.15,100,950,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.1999,318.15,100,950,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.3002,288.15,100,1030,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.3002,293.15,100,1030,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.3002,298.15,100,1020,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.3002,303.15,100,1020,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.3002,308.15,100,1010,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.3002,313.15,100,1010,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.3002,318.15,100,1010,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4002,288.15,100,1080,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4002,293.15,100,1080,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4002,298.15,100,1070,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4002,303.15,100,1070,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4002,308.15,100,1070,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4002,313.15,100,1060,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4002,318.15,100,1060,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4998,288.15,100,1120,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4998,293.15,100,1110,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4998,298.15,100,1110,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4998,303.15,100,1110,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4998,308.15,100,1100,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4998,313.15,100,1100,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.4998,318.15,100,1100,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.6003,288.15,100,1160,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.6003,293.15,100,1150,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.6003,298.15,100,1150,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.6003,303.15,100,1150,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.6003,308.15,100,1140,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.6003,313.15,100,1140,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.6003,318.15,100,1140,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.7005,288.15,100,1190,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.7005,293.15,100,1180,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.7005,298.15,100,1180,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.7005,303.15,100,1180,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.7005,308.15,100,1170,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.7005,313.15,100,1170,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.7005,318.15,100,1170,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.8,288.15,100,1220,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.8,293.15,100,1210,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.8,298.15,100,1210,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.8,303.15,100,1210,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.8,308.15,100,1200,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.8,313.15,100,1200,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.8,318.15,100,1200,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.9008,288.15,100,1240,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.9008,293.15,100,1230,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.9008,298.15,100,1230,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.9008,303.15,100,1230,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.9008,308.15,100,1220,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.9008,313.15,100,1220,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,0.9008,318.15,100,1220,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,1,288.15,100,1260,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,1,293.15,100,1260,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,1,298.15,100,1250,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,1,303.15,100,1250,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,1,308.15,100,1250,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,1,313.15,100,1240,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JMwCH,1,318.15,100,1240,Wei et al. (2022a),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
