setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of ethanol,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yiMgc,0.5617,0.4383,20000,323.15,1115.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5617,0.4383,25000,323.15,1118.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5617,0.4383,30000,323.15,1120.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5906,0.191,100,323.15,1141.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5906,0.191,5000,323.15,1144.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5906,0.191,10000,323.15,1147.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5906,0.191,15000,323.15,1149.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5906,0.191,20000,323.15,1152.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5906,0.191,25000,323.15,1154.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.5906,0.191,30000,323.15,1157.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.7556,0.2444,100,323.15,1147.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.7556,0.2444,5000,323.15,1149.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.7556,0.2444,10000,323.15,1152.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.7556,0.2444,15000,323.15,1155.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.7556,0.2444,20000,323.15,1158.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.7556,0.2444,25000,323.15,1160.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
yiMgc,0.7556,0.2444,30000,323.15,1163.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
