setid,"Temperature, K","Solvent: MolaRity of 2-aminoacetic acid, mol/dm3","MolaRity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AcFtD,298.1,0.3,0.19,101,1006.33,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,0.45,101,1006.35,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,0.62,101,1006.37,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,0.79,101,1006.38,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,0.95,101,1006.4,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,1.15,101,1006.42,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,1.28,101,1006.44,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,1.51,101,1006.45,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,1.74,101,1006.47,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.3,1.96,101,1006.48,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,0,101,1009.7,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,0.19,101,1009.22,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,0.45,101,1009.22,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,0.62,101,1009.24,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,0.79,101,1009.26,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,0.95,101,1009.27,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,1.15,101,1009.27,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,1.28,101,1009.29,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,1.51,101,1009.3,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,1.74,101,1009.31,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.4,1.96,101,1009.32,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,0,101,1012.21,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,0.19,101,1012.07,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,0.45,101,1012.09,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,0.62,101,1012.09,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,0.79,101,1012.11,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,0.95,101,1012.12,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,1.15,101,1012.13,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,1.28,101,1012.14,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,1.51,101,1012.15,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,1.74,101,1012.16,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,298.1,0.5,1.96,101,1012.17,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,0,101,1001.89,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,0.19,101,1001.44,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,0.45,101,1001.46,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,0.62,101,1001.47,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,0.79,101,1001.48,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,0.95,101,1001.49,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,1.15,101,1001.5,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,1.28,101,1001.51,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,1.51,101,1001.52,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,1.74,101,1001.53,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.2,1.96,101,1001.57,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,0,101,1004.42,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,0.19,101,1004.84,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,0.45,101,1004.86,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,0.62,101,1004.87,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,0.79,101,1004.89,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,0.95,101,1004.91,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,1.15,101,1004.93,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,1.28,101,1004.93,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,1.51,101,1004.95,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,1.74,101,1004.95,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.3,1.96,101,1004.97,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,0,101,1007.99,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,0.19,101,1007.8,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,0.45,101,1007.8,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,0.62,101,1007.82,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,0.79,101,1007.84,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,0.95,101,1007.85,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,1.15,101,1007.85,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,1.28,101,1007.86,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,1.51,101,1007.88,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,1.74,101,1007.88,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.4,1.96,101,1007.89,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,0,101,1010.6,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,0.19,101,1010.43,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,0.45,101,1010.44,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,0.62,101,1010.44,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,0.79,101,1010.46,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,0.95,101,1010.46,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,1.15,101,1010.47,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,1.28,101,1010.48,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,1.51,101,1010.49,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,1.74,101,1010.5,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,303,0.5,1.96,101,1010.51,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,0,101,1000.2,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,0.19,101,999.973,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,0.45,101,999.988,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,0.62,101,1000,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,0.79,101,1000.01,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
