setid,Mole fraction of tetrabutylammonium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
snBuL,0.1,328.2,100,946.3,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.1,333.2,100,942.7,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.1,338.2,100,939,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.1,343.2,100,935.4,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.1,348.2,100,931.8,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,293.2,100,961.4,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,298.2,100,958.1,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,303.2,100,954.8,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,308.2,100,951.4,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,313.2,100,948,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,318.2,100,944.6,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,323.2,100,941.2,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,328.2,100,937.8,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,333.2,100,934.4,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,338.2,100,930.9,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,343.2,100,927.5,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.15,348.2,100,924,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,293.2,100,955.7,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,298.2,100,952.5,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,303.2,100,949.3,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,308.2,100,946,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,313.2,100,942.8,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,318.2,100,939.5,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,323.2,100,936.2,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,328.2,100,933,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,333.2,100,929.7,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,338.2,100,926.4,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,343.2,100,923.1,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.201,348.2,100,919.8,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,293.2,100,954.3,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,298.2,100,951.1,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,303.2,100,947.9,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,308.2,100,944.7,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,313.2,100,941.5,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,318.2,100,938.2,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,323.2,100,935,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,328.2,100,931.8,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,333.2,100,928.5,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,338.2,100,925.3,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,343.2,100,922,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
snBuL,0.22,348.2,100,918.7,Vilas-Boas et al. (2020),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AADYJk,O,water,,,
