setid,Mole fraction of ethanol,Mole fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vEDjt,0.1162,0.8569,101,298.15,1012.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.1307,0.8254,101,298.15,1032.07,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.1473,0.8454,101,298.15,966,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.1532,0.7862,101,298.15,1044.25,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.1618,0.823,101,298.15,977.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.1776,0.736,101,298.15,1061.92,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.1798,0.7952,101,298.15,987.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.1867,0.3267,101,298.15,1185.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.203,0.4762,101,298.15,1155.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.2036,0.7562,101,298.15,1002.16,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.213,0.6721,101,298.15,1073.37,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.2156,0.7777,101,298.15,943.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.2354,0.7098,101,298.15,1011.32,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.2358,0.7503,101,298.15,951,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.2581,0.7192,101,298.15,959.5,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.2884,0.6757,101,298.15,970.4,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.2972,0.6968,101,298.15,917.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.3097,0.4125,101,298.15,1121.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.3172,0.5831,101,298.15,1032.43,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.3196,0.668,101,298.15,923.9,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.3235,0.6281,101,298.15,977,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.3439,0.6361,101,298.15,930.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.3528,0.1226,101,298.15,1162.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.354,0.5781,101,298.15,992,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.3804,0.5884,101,298.15,938.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.3862,0.6086,101,298.15,893.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.4044,0.3559,101,298.15,1088.42,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.4138,0.5756,101,298.15,897.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.4195,0.5389,101,298.15,942.7,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.4403,0.5426,101,298.15,902.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.4582,0.4849,101,298.15,952.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.4657,0.1012,101,298.15,1130.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.4793,0.4944,101,298.15,907.4,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.4911,0.5046,101,298.15,869.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.521,0.4447,101,298.15,909.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.5486,0.4376,101,298.15,874,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.5636,0.3905,101,298.15,915.67,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.6042,0.159,101,298.15,1047.41,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.6339,0.3399,101,298.15,876.6,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.6484,0.2101,101,298.15,987.06,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.6523,0.3414,101,298.15,843.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.6548,0.0654,101,298.15,1056.2,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.6675,0.2976,101,298.15,881.3,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.7086,0.2767,101,298.15,847.1,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.7178,0.241,101,298.15,882.02,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.7723,0.2038,101,298.15,850.23,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.8545,0.0276,101,298.15,933.19,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.8653,0.125,101,298.15,816.8,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.9072,0.0792,101,298.15,817.04,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
vEDjt,0.9667,0.0134,101,298.15,817.49,Calvar et al. (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
