setid,"Solvent: MolaLity of cholinium propanoate, mol/kg","Temperature, K","MolaLity of D-xylose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KmuZF,0.2,303.15,0.09779,100,1004.1,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,303.15,0.14882,100,1006.8,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,308.15,0.00963,100,997.7,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,308.15,0.02408,100,998.5,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,308.15,0.04908,100,999.8,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,308.15,0.075,100,1001.2,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,308.15,0.09779,100,1002.4,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,308.15,0.14882,100,1005.1,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,313.15,0.00963,100,995.9,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,313.15,0.02408,100,996.6,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,313.15,0.04908,100,998,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,313.15,0.075,100,999.3,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,313.15,0.09779,100,1000.5,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,313.15,0.14882,100,1003.2,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,318.15,0.00963,100,993.8,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,318.15,0.02408,100,994.6,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,318.15,0.04908,100,995.9,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,318.15,0.075,100,997.3,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,318.15,0.09779,100,998.5,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,318.15,0.14882,100,1001.1,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,323.15,0.00963,100,991.6,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,323.15,0.02408,100,992.4,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,323.15,0.04908,100,993.7,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,323.15,0.075,100,995.1,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,323.15,0.09779,100,996.2,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,323.15,0.14882,100,998.9,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,328.15,0.00963,100,989.3,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,328.15,0.02408,100,990,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,328.15,0.04908,100,991.3,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,328.15,0.075,100,992.7,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,328.15,0.09779,100,993.8,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
KmuZF,0.2,328.15,0.14882,100,996.4,Panda et al. (2020),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
