setid,"Temperature, K","MolaLity of 1-butylpyridinium dicyanamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kMIiD,308.15,0.4452,100,999.13,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.0118,100,992.39,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.0276,100,992.59,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.0563,100,992.93,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.1104,100,993.58,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.1695,100,994.3,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.2834,100,995.43,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.3347,100,995.94,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.3916,100,996.58,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,313.15,0.4452,100,996.99,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.0118,100,990.37,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.0276,100,990.56,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.0563,100,990.88,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.1104,100,991.49,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.1695,100,992.16,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.2834,100,993.22,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.3347,100,993.7,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.3916,100,994.31,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
kMIiD,318.15,0.4452,100,994.68,Xing et al. (2016c),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AADYJk,O,water,,,
