setid,"Temperature, K",Mole fraction of 1-hexyl-3-methyl-1H-imidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WXSKY,303.15,0.1114,101,1021.6,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,303.15,0.2063,101,1064.1,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,303.15,0.3163,101,1102.4,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,303.15,0.399,101,1125.44,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,303.15,0.5066,101,1150.12,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,303.15,0.5919,101,1166.5,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,303.15,0.7003,101,1184.24,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,303.15,0.8193,101,1200.22,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,303.15,0.905,101,1210.1,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.0541,101,985.747,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.1114,101,1017.43,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.2063,101,1060.19,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.3163,101,1098.64,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.399,101,1121.85,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.5066,101,1146.54,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.5919,101,1162.92,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.7003,101,1180.7,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.8193,101,1196.79,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,308.15,0.905,101,1206.71,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.0541,101,981.397,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.1114,101,1013.1,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.2063,101,1056.1,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.3163,101,1094.88,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.399,101,1118.18,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.5066,101,1142.96,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.5919,101,1159.44,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.7003,101,1177.16,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.8193,101,1193.35,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,313.15,0.905,101,1203.34,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.0541,101,976.988,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.1114,101,1009.12,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.2063,101,1052.25,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.3163,101,1091.12,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.399,101,1114.51,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.5066,101,1139.37,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.5919,101,1155.95,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.7003,101,1173.69,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.8193,101,1189.89,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WXSKY,318.15,0.905,101,1199.95,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
