setid,"MolaLity of 1-heptyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HENYw,0.0309,298.15,101,789.057,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0309,303.15,101,784.341,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0309,308.15,101,779.606,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0382,288.15,101,799.015,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0382,293.15,101,794.329,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0382,298.15,101,789.64,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0382,303.15,101,784.929,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0382,308.15,101,780.197,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0464,288.15,101,799.647,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0464,293.15,101,794.971,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0464,298.15,101,790.281,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0464,303.15,101,785.573,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0464,308.15,101,780.844,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0623,288.15,101,800.885,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0623,293.15,101,796.214,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0623,298.15,101,791.53,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0623,303.15,101,786.827,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0623,308.15,101,782.105,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0781,288.15,101,802.119,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0781,293.15,101,797.452,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0781,298.15,101,792.774,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0781,303.15,101,788.076,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0781,308.15,101,783.361,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0975,288.15,101,803.603,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0975,293.15,101,798.943,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0975,298.15,101,794.27,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0975,303.15,101,789.58,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.0975,308.15,101,784.871,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1177,288.15,101,805.148,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1177,293.15,101,800.495,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1177,298.15,101,795.828,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1177,303.15,101,791.144,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1177,308.15,101,786.443,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1394,288.15,101,806.79,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1394,293.15,101,802.144,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1394,298.15,101,797.485,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1394,303.15,101,792.807,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1394,308.15,101,788.112,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1587,288.15,101,808.232,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1587,293.15,101,803.591,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1587,298.15,101,798.937,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1587,303.15,101,794.266,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1587,308.15,101,789.577,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1995,288.15,101,811.23,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1995,293.15,101,806.6,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1995,298.15,101,801.959,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1995,303.15,101,797.3,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.1995,308.15,101,792.624,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.2413,288.15,101,814.259,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.2413,293.15,101,809.637,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.2413,298.15,101,805.007,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.2413,303.15,101,800.357,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
HENYw,0.2413,308.15,101,795.696,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide,,,
