setid,Mole fraction of potassium bis(fluorosulfonyl)amide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aUigp,0.05,283,101,1369.8,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,288,101,1365.7,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,293,101,1361.6,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,298,101,1357.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,303,101,1353.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,308,101,1349.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,313,101,1345.4,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,318,101,1341.4,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,323,101,1337.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,328,101,1333.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,333,101,1329.6,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,338,101,1325.6,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,343,101,1321.7,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,348,101,1317.8,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,353,101,1313.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,358,101,1310.1,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.05,363,101,1306.3,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,278,101,1393.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,283,101,1389.3,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,288,101,1385.1,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,293,101,1381,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,298,101,1376.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,303,101,1372.7,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,308,101,1368.7,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,313,101,1364.6,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,318,101,1360.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,323,101,1356.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,328,101,1352.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,333,101,1348.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,338,101,1344.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,343,101,1340.6,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,348,101,1336.6,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,353,101,1332.7,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,358,101,1328.8,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.1,363,101,1325,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,278,101,1414.6,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,283,101,1410.3,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,288,101,1406.1,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,293,101,1401.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,298,101,1397.7,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,303,101,1393.5,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,308,101,1389.4,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,313,101,1385.2,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,318,101,1381.1,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,323,101,1377.1,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,328,101,1373,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,333,101,1368.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,338,101,1364.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,343,101,1360.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,348,101,1356.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,353,101,1352.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,358,101,1348.9,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.15,363,101,1345,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.2,278,101,1437,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.2,283,101,1432.6,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.2,288,101,1428.4,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
aUigp,0.2,293,101,1424.1,Yamamoto et al. (2017),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,
